Gene_num,Gene_name,NodeType
167,BDNF,Gene
168,BECN1,Gene
169,BECN2,Gene
170,BEX3,Gene
171,BID,Gene
172,BIRC2,Gene
173,BIRC3,Gene
174,BIRC5,Gene
175,BLNK,Gene
176,BMP2,Gene
177,BMP4,Gene
178,BMP5,Gene
179,BMP6,Gene
180,BMP7,Gene
181,BMP8A,Gene
182,BMP8B,Gene
183,BMPR1A,Gene
184,BMPR1B,Gene
185,BMPR2,Gene
186,BNIP3,Gene
187,BOC,Gene
188,BORCS8-MEF2B,Gene
189,BRAF,Gene
190,BRAP,Gene
191,BRCA1,Gene
192,BRCC3,Gene
193,BTC,Gene
194,BTK,Gene
195,BTRC,Gene
196,BUB1B-PAK6,Gene
197,CAB39,Gene
198,CAB39L,Gene
199,CACNA1A,Gene
200,CACNA1B,Gene
201,CACNA1C,Gene
202,CACNA1D,Gene
203,CACNA1E,Gene
204,CACNA1F,Gene
205,CACNA1G,Gene
206,CACNA1H,Gene
207,CACNA1I,Gene
208,CACNA1S,Gene
209,CACNA2D1,Gene
210,CACNA2D2,Gene
211,CACNA2D3,Gene
212,CACNA2D4,Gene
213,CACNB1,Gene
214,CACNB2,Gene
215,CACNB3,Gene
216,CACNB4,Gene
217,CACNG1,Gene
218,CACNG2,Gene
219,CACNG3,Gene
220,CACNG4,Gene
221,CACNG5,Gene
222,CACNG6,Gene
223,CACNG7,Gene
224,CACNG8,Gene
225,CACYBP,Gene
226,CALM1,Gene
227,CALM2,Gene
228,CALM3,Gene
229,CALML3,Gene
230,CALML4,Gene
231,CALML5,Gene
232,CALML6,Gene
233,CAMK1,Gene
234,CAMK1D,Gene
235,CAMK1G,Gene
236,CAMK2A,Gene
237,CAMK2B,Gene
238,CAMK2D,Gene
239,CAMK2G,Gene
240,CAMK4,Gene
241,CAMKK2,Gene
242,CAMP,Gene
243,CARD10,Gene
244,CARD11,Gene
245,CARD14,Gene
246,CARD16,Gene
247,CARD17,Gene
248,CARD18,Gene
249,CARD6,Gene
250,CARD8,Gene
251,CARD9,Gene
252,CASP1,Gene
253,CASP10,Gene
254,CASP12,Gene
255,CASP3,Gene
256,CASP4,Gene
257,CASP5,Gene
258,CASP7,Gene
259,CASP8,Gene
260,CASP9,Gene
261,CASQ1,Gene
262,CASQ2,Gene
263,CASR,Gene
264,CASTOR1,Gene
265,CAT,Gene
266,CBL,Gene
267,CBLB,Gene
268,CCKAR,Gene
269,CCKBR,Gene
270,CCL1,Gene
271,CCL11,Gene
272,CCL13,Gene
273,CCL14,Gene
274,CCL15,Gene
275,CCL16,Gene
276,CCL17,Gene
277,CCL18,Gene
278,CCL19,Gene
279,CCL2,Gene
280,CCL20,Gene
281,CCL21,Gene
282,CCL22,Gene
283,CCL23,Gene
284,CCL24,Gene
285,CCL25,Gene
286,CCL26,Gene
287,CCL27,Gene
288,CCL28,Gene
289,CCL3,Gene
290,CCL4,Gene
291,CCL5,Gene
292,CCL7,Gene
293,CCL8,Gene
294,CCN2,Gene
295,CCNA1,Gene
296,CCNA2,Gene
297,CCNB1,Gene
298,CCNB2,Gene
299,CCNB3,Gene
300,CCND1,Gene
301,CCND2,Gene
302,CCND3,Gene
303,CCNE1,Gene
304,CCNE2,Gene
305,CCNG1,Gene
306,CCNG2,Gene
307,CCR1,Gene
308,CCR10,Gene
309,CCR2,Gene
310,CCR3,Gene
311,CCR4,Gene
312,CCR5,Gene
313,CCR6,Gene
314,CCR7,Gene
315,CCR8,Gene
316,CCR9,Gene
317,CD14,Gene
318,CD19,Gene
319,CD209,Gene
320,CD22,Gene
321,CD247,Gene
322,CD28,Gene
323,CD36,Gene
324,CD38,Gene
325,CD3E,Gene
326,CD4,Gene
327,CD40,Gene
328,CD40LG,Gene
329,CD72,Gene
330,CD79A,Gene
331,CD79B,Gene
332,CD80,Gene
333,CD82,Gene
334,CD86,Gene
335,CD8A,Gene
336,CD8B,Gene
337,CD8B2,Gene
338,CDC25B,Gene
339,CDC37,Gene
340,CDC42,Gene
341,CDH1,Gene
342,CDK1,Gene
343,CDK2,Gene
344,CDK4,Gene
345,CDK6,Gene
346,CDKN1A,Gene
347,CDKN1B,Gene
348,CDKN2A,Gene
349,CDKN2B,Gene
350,CDKN2D,Gene
351,CDON,Gene
352,CEBPB,Gene
353,CER1,Gene
354,CFLAR,Gene
355,CFTR,Gene
356,CGA,Gene
357,CHAD,Gene
358,CHD8,Gene
359,CHEK1,Gene
360,CHEK2,Gene
361,CHRD,Gene
362,CHRM1,Gene
363,CHRM2,Gene
364,CHRM3,Gene
365,CHRM5,Gene
366,CHRNA7,Gene
367,CHUK,Gene
368,CIR1,Gene
369,CISH,Gene
370,CLEC1B,Gene
371,CLEC4D,Gene
372,CLEC4E,Gene
373,CLEC4M,Gene
374,CLEC6A,Gene
375,CLEC7A,Gene
376,CLIP1,Gene
377,CNGA1,Gene
378,CNGA2,Gene
379,CNGA3,Gene
380,CNGA4,Gene
381,CNGB1,Gene
382,CNGB3,Gene
383,CNR1,Gene
384,CNTF,Gene
385,CNTFR,Gene
386,COL1A1,Gene
387,COL1A2,Gene
388,COL2A1,Gene
389,COL3A1,Gene
390,COL4A1,Gene
391,COL4A2,Gene
392,COL4A3,Gene
393,COL4A4,Gene
394,COL4A5,Gene
395,COL4A6,Gene
396,COL6A1,Gene
397,COL6A2,Gene
398,COL6A3,Gene
399,COL6A5,Gene
400,COL6A6,Gene
401,COL9A1,Gene
402,COL9A2,Gene
403,COL9A3,Gene
404,COMP,Gene
405,COP1,Gene
406,CPT1A,Gene
407,CPT1B,Gene
408,CPT1C,Gene
409,CPT2,Gene
410,CREB1,Gene
411,CREB3,Gene
412,CREB3L1,Gene
413,CREB3L2,Gene
414,CREB3L3,Gene
415,CREB3L4,Gene
416,CREB5,Gene
417,CREBBP,Gene
418,CRK,Gene
419,CRKL,Gene
420,CRLF2,Gene
421,CRTC2,Gene
422,CSF1,Gene
423,CSF1R,Gene
424,CSF2,Gene
425,CSF2RA,Gene
426,CSF2RB,Gene
427,CSF3,Gene
428,CSF3R,Gene
429,CSH1,Gene
430,CSH2,Gene
431,CSN2,Gene
432,CSNK1A1,Gene
433,CSNK1A1L,Gene
434,CSNK1D,Gene
435,CSNK1E,Gene
436,CSNK1G1,Gene
437,CSNK1G2,Gene
438,CSNK1G3,Gene
439,CSNK2A1,Gene
440,CSNK2A2,Gene
441,CSNK2A3,Gene
442,CSNK2B,Gene
443,CTBP1,Gene
444,CTBP2,Gene
445,CTF1,Gene
446,CTLA4,Gene
447,CTNNA1,Gene
448,CTNNA2,Gene
449,CTNNA3,Gene
450,CTNNB1,Gene
451,CTNNBIP1,Gene
452,CTNND1,Gene
453,CTNND2,Gene
454,CTSB,Gene
455,CTSD,Gene
456,CUL1,Gene
457,CUL3,Gene
458,CX3CL1,Gene
459,CX3CR1,Gene
460,CXCL1,Gene
461,CXCL10,Gene
462,CXCL11,Gene
463,CXCL12,Gene
464,CXCL13,Gene
465,CXCL14,Gene
466,CXCL16,Gene
467,CXCL2,Gene
468,CXCL3,Gene
469,CXCL5,Gene
470,CXCL6,Gene
471,CXCL8,Gene
472,CXCL9,Gene
473,CXCR1,Gene
474,CXCR2,Gene
475,CXCR3,Gene
476,CXCR4,Gene
477,CXCR5,Gene
478,CXCR6,Gene
479,CXXC4,Gene
480,CYBA,Gene
481,CYBB,Gene
482,CYCS,Gene
483,CYLD,Gene
484,CYP17A1,Gene
485,CYP27A1,Gene
486,CYP7A1,Gene
487,CYP8B1,Gene
488,CYSLTR1,Gene
489,CYSLTR2,Gene
490,CYTH1,Gene
491,CYTH2,Gene
492,CYTH3,Gene
493,CYTH4,Gene
494,DAAM1,Gene
495,DAAM2,Gene
496,DAB2IP,Gene
497,DAPP1,Gene
498,DAXX,Gene
499,DBI,Gene
500,DCHS1,Gene
501,DCHS2,Gene
502,DCN,Gene
503,DDB2,Gene
504,DDIT3,Gene
505,DDIT4,Gene
506,DDX3X,Gene
507,DDX58,Gene
508,DEFB4A,Gene
509,DEFB4B,Gene
510,DEPDC5,Gene
511,DEPTOR,Gene
512,DHH,Gene
513,DHX33,Gene
514,DHX58,Gene
515,DIAPH1,Gene
516,DISP1,Gene
517,DKK1,Gene
518,DKK2,Gene
519,DKK4,Gene
520,DLG1,Gene
521,DLG2,Gene
522,DLG3,Gene
523,DLG4,Gene
524,DLG5,Gene
525,DLL1,Gene
526,DLL3,Gene
527,DLL4,Gene
528,DNM1L,Gene
529,DOCK2,Gene
530,DOCK4,Gene
531,DRD1,Gene
532,DRD2,Gene
533,DRD5,Gene
534,DTX1,Gene
535,DTX2,Gene
536,DTX3,Gene
537,DTX3L,Gene
538,DTX4,Gene
539,DUSP1,Gene
540,DUSP10,Gene
541,DUSP16,Gene
542,DUSP2,Gene
543,DUSP3,Gene
544,DUSP4,Gene
545,DUSP5,Gene
546,DUSP6,Gene
547,DUSP7,Gene
548,DUSP8,Gene
549,DUSP9,Gene
550,DVL1,Gene
551,DVL2,Gene
552,DVL3,Gene
553,E2F4,Gene
554,E2F5,Gene
555,EBAG9,Gene
556,ECSIT,Gene
557,EDA,Gene
558,EDA2R,Gene
559,EDAR,Gene
560,EDARADD,Gene
561,EDN1,Gene
562,EDN2,Gene
563,EDN3,Gene
564,EDNRA,Gene
565,EDNRB,Gene
566,EEF2,Gene
567,EEF2K,Gene
568,EFCAB7,Gene
569,EFNA1,Gene
570,EFNA2,Gene
571,EFNA3,Gene
572,EFNA4,Gene
573,EFNA5,Gene
574,EGF,Gene
575,EGFR,Gene
576,EGLN1,Gene
577,EGLN2,Gene
578,EGLN3,Gene
579,EGR1,Gene
580,EGR2,Gene
581,EGR3,Gene
582,EHHADH,Gene
583,EI24,Gene
584,EIF4B,Gene
585,EIF4E,Gene
586,EIF4E1B,Gene
587,EIF4E2,Gene
588,EIF4EBP1,Gene
589,ELAVL1,Gene
590,ELF5,Gene
591,ELK1,Gene
592,ELK4,Gene
593,ELMO1,Gene
594,ELOB,Gene
595,ELOC,Gene
596,ENAH,Gene
597,ENO1,Gene
598,ENO2,Gene
599,ENO3,Gene
600,ENO4,Gene
601,EP300,Gene
602,EPHA2,Gene
603,EPO,Gene
604,EPOR,Gene
605,ERBB2,Gene
606,ERBB3,Gene
607,ERBB4,Gene
608,ERBIN,Gene
609,EREG,Gene
610,ESR1,Gene
611,ESR2,Gene
612,ESRRB,Gene
613,ETS1,Gene
614,ETS2,Gene
615,EVC,Gene
616,EVC2,Gene
617,EVL,Gene
618,EXOC2,Gene
619,EXOC7,Gene
620,F2,Gene
621,F2R,Gene
622,F2RL3,Gene
623,F3,Gene
624,FABP1,Gene
625,FABP3,Gene
626,FABP4,Gene
627,FADD,Gene
628,FADS2,Gene
629,FARP2,Gene
630,FAS,Gene
631,FASLG,Gene
632,FASN,Gene
633,FAT4,Gene
634,FBP1,Gene
635,FBP2,Gene
636,FBXO25,Gene
637,FBXO32,Gene
638,FBXW11,Gene
639,FCER1A,Gene
640,FCER1G,Gene
641,FCGR2B,Gene
642,FFAR2,Gene
643,FGF1,Gene
644,FGF10,Gene
645,FGF16,Gene
646,FGF17,Gene
647,FGF18,Gene
648,FGF19,Gene
649,FGF2,Gene
650,FGF20,Gene
651,FGF21,Gene
652,FGF22,Gene
653,FGF23,Gene
654,FGF3,Gene
655,FGF4,Gene
656,FGF5,Gene
657,FGF6,Gene
658,FGF7,Gene
659,FGF8,Gene
660,FGF9,Gene
661,FGFR1,Gene
662,FGFR2,Gene
663,FGFR3,Gene
664,FGFR4,Gene
665,FGR,Gene
666,FHL1,Gene
667,FLCN,Gene
668,FLNA,Gene
669,FLNB,Gene
670,FLNC,Gene
671,FLOT1,Gene
672,FLOT2,Gene
673,FLT1,Gene
674,FLT3,Gene
675,FLT3LG,Gene
676,FLT4,Gene
677,FMOD,Gene
678,FN1,Gene
679,FNIP1,Gene
680,FNIP2,Gene
681,FOS,Gene
682,FOSB,Gene
683,FOSL1,Gene
684,FOXO1,Gene
685,FOXO3,Gene
686,FOXO4,Gene
687,FOXO6,Gene
688,FPR1,Gene
689,FRAT1,Gene
690,FRAT2,Gene
691,FRMD1,Gene
692,FRMD6,Gene
693,FRS2,Gene
694,FSHB,Gene
695,FSHR,Gene
696,FST,Gene
697,FXYD1,Gene
698,FXYD2,Gene
699,FYB1,Gene
700,FYN,Gene
701,FZD1,Gene
702,FZD10,Gene
703,FZD2,Gene
704,FZD3,Gene
705,FZD4,Gene
706,FZD5,Gene
707,FZD6,Gene
708,FZD7,Gene
709,FZD8,Gene
710,FZD9,Gene
711,G6PC1,Gene
712,G6PC2,Gene
713,G6PC3,Gene
714,GAB1,Gene
715,GAB2,Gene
716,GABARAP,Gene
717,GABARAPL1,Gene
718,GABARAPL2,Gene
719,GABBR1,Gene
720,GABBR2,Gene
721,GADD45A,Gene
722,GADD45B,Gene
723,GADD45G,Gene
724,GALT,Gene
725,GAPDH,Gene
726,GAS1,Gene
727,GATA4,Gene
728,GCG,Gene
729,GCGR,Gene
730,GCK,Gene
731,GDF5,Gene
732,GDF6,Gene
733,GDF7,Gene
734,GDNF,Gene
735,GFAP,Gene
736,GH1,Gene
737,GH2,Gene
738,GHR,Gene
739,GHRL,Gene
740,GHSR,Gene
741,GIP,Gene
742,GIPR,Gene
743,GK,Gene
744,GK2,Gene
745,GLI1,Gene
746,GLI2,Gene
747,GLI3,Gene
748,GLP1R,Gene
749,GNA11,Gene
750,GNA12,Gene
751,GNA13,Gene
752,GNA14,Gene
753,GNA15,Gene
754,GNAI1,Gene
755,GNAI2,Gene
756,GNAI3,Gene
757,GNAL,Gene
758,GNAO1,Gene
759,GNAQ,Gene
760,GNAS,Gene
761,GNB1,Gene
762,GNB2,Gene
763,GNB3,Gene
764,GNB4,Gene
765,GNB5,Gene
766,GNG10,Gene
767,GNG11,Gene
768,GNG12,Gene
769,GNG13,Gene
770,GNG2,Gene
771,GNG3,Gene
772,GNG4,Gene
773,GNG5,Gene
774,GNG7,Gene
775,GNG8,Gene
776,GNGT1,Gene
777,GNGT2,Gene
778,GNRH1,Gene
779,GNRH2,Gene
780,GNRHR,Gene
781,GPC4,Gene
782,GPER1,Gene
783,GPR119,Gene
784,GPR161,Gene
785,GPRC6A,Gene
786,GRAP2,Gene
787,GRB10,Gene
788,GRB2,Gene
789,GREM1,Gene
790,GREM2,Gene
791,GRIA1,Gene
792,GRIA2,Gene
793,GRIA3,Gene
794,GRIA4,Gene
795,GRIN1,Gene
796,GRIN2A,Gene
797,GRIN2B,Gene
798,GRIN2C,Gene
799,GRIN2D,Gene
800,GRIN3A,Gene
801,GRIN3B,Gene
802,GRK1,Gene
803,GRK2,Gene
804,GRK3,Gene
805,GRK4,Gene
806,GRK5,Gene
807,GRK6,Gene
808,GRK7,Gene
809,GRM1,Gene
810,GRM2,Gene
811,GRM3,Gene
812,GRM4,Gene
813,GRM5,Gene
814,GRM6,Gene
815,GRM7,Gene
816,GRM8,Gene
817,GRPR,Gene
818,GSDMD,Gene
819,GSK3A,Gene
820,GSK3B,Gene
821,GTF2I,Gene
822,GTF2IRD1,Gene
823,GTSE1,Gene
824,GUCY1A1,Gene
825,GUCY1A2,Gene
826,GUCY1B1,Gene
827,GYS1,Gene
828,GYS2,Gene
829,HAMP,Gene
830,HBEGF,Gene
831,HCAR1,Gene
832,HCAR2,Gene
833,HCAR3,Gene
834,HCK,Gene
835,HCN2,Gene
836,HCN4,Gene
837,HDAC1,Gene
838,HDAC2,Gene
839,HDAC3,Gene
840,HDAC4,Gene
841,HDAC5,Gene
842,HES1,Gene
843,HES5,Gene
844,HEY1,Gene
845,HEY2,Gene
846,HEYL,Gene
847,HGF,Gene
848,HHAT,Gene
849,HHATL,Gene
850,HHIP,Gene
851,HIF1A,Gene
852,HJV,Gene
853,HK1,Gene
854,HK2,Gene
855,HK3,Gene
856,HKDC1,Gene
857,HMGCR,Gene
858,HMGCS1,Gene
859,HMGCS2,Gene
860,HMOX1,Gene
861,HNF4A,Gene
862,HOMER1,Gene
863,HOMER2,Gene
864,HOMER3,Gene
865,HRAS,Gene
866,HRC,Gene
867,HRH1,Gene
868,HRH2,Gene
869,HSP90AA1,Gene
870,HSP90AB1,Gene
871,HSP90B1,Gene
872,HSPA1A,Gene
873,HSPA1B,Gene
874,HSPA1L,Gene
875,HSPA2,Gene
876,HSPA6,Gene
877,HSPA8,Gene
878,HSPB1,Gene
879,HTR1A,Gene
880,HTR1B,Gene
881,HTR1D,Gene
882,HTR1E,Gene
883,HTR1F,Gene
884,HTR2A,Gene
885,HTR2B,Gene
886,HTR2C,Gene
887,HTR4,Gene
888,HTR5A,Gene
889,HTR6,Gene
890,HTR7,Gene
891,IBSP,Gene
892,ICAM1,Gene
893,ICOS,Gene
894,ID1,Gene
895,ID2,Gene
896,ID3,Gene
897,ID4,Gene
898,IFI16,Gene
899,IFIH1,Gene
900,IFNA1,Gene
901,IFNA10,Gene
902,IFNA13,Gene
903,IFNA14,Gene
904,IFNA16,Gene
905,IFNA17,Gene
906,IFNA2,Gene
907,IFNA21,Gene
908,IFNA4,Gene
909,IFNA5,Gene
910,IFNA6,Gene
911,IFNA7,Gene
912,IFNA8,Gene
913,IFNAR1,Gene
914,IFNAR2,Gene
915,IFNB1,Gene
916,IFNE,Gene
917,IFNG,Gene
918,IFNGR1,Gene
919,IFNGR2,Gene
920,IFNK,Gene
921,IFNL1,Gene
922,IFNL2,Gene
923,IFNL3,Gene
924,IFNLR1,Gene
925,IFNW1,Gene
926,IGF1,Gene
927,IGF1R,Gene
928,IGF2,Gene
929,IGFBP3,Gene
930,IHH,Gene
931,IKBKB,Gene
932,IKBKE,Gene
933,IKBKG,Gene
934,IL10,Gene
935,IL10RA,Gene
936,IL10RB,Gene
937,IL11,Gene
938,IL11RA,Gene
939,IL12A,Gene
940,IL12B,Gene
941,IL12RB1,Gene
942,IL12RB2,Gene
943,IL13,Gene
944,IL13RA1,Gene
945,IL13RA2,Gene
946,IL15,Gene
947,IL15RA,Gene
948,IL17A,Gene
949,IL17B,Gene
950,IL17C,Gene
951,IL17D,Gene
952,IL17F,Gene
953,IL17RA,Gene
954,IL17RB,Gene
955,IL17RC,Gene
956,IL17RE,Gene
957,IL18,Gene
958,IL19,Gene
959,IL1A,Gene
960,IL1B,Gene
961,IL1R1,Gene
962,IL1RAP,Gene
963,IL2,Gene
964,IL20,Gene
965,IL20RA,Gene
966,IL20RB,Gene
967,IL21,Gene
968,IL21R,Gene
969,IL22,Gene
970,IL22RA1,Gene
971,IL22RA2,Gene
972,IL23A,Gene
973,IL23R,Gene
974,IL24,Gene
975,IL25,Gene
976,IL27RA,Gene
977,IL2RA,Gene
978,IL2RB,Gene
979,IL2RG,Gene
980,IL3,Gene
981,IL3RA,Gene
982,IL4,Gene
983,IL4R,Gene
984,IL5,Gene
985,IL5RA,Gene
986,IL6,Gene
987,IL6R,Gene
988,IL6ST,Gene
989,IL7,Gene
990,IL7R,Gene
991,IL9,Gene
992,IL9R,Gene
993,ILK,Gene
994,INHBA,Gene
995,INHBB,Gene
996,INHBC,Gene
997,INHBE,Gene
998,INPP5A,Gene
999,INPP5D,Gene
1000,INPPL1,Gene
1001,INS,Gene
1002,INSL3,Gene
1003,INSL5,Gene
1004,INSR,Gene
1005,INVS,Gene
1006,IQCE,Gene
1007,IRAG1,Gene
1008,IRAK1,Gene
1009,IRAK2,Gene
1010,IRAK3,Gene
1011,IRAK4,Gene
1012,IRF1,Gene
1013,IRF3,Gene
1014,IRF5,Gene
1015,IRF7,Gene
1016,IRF9,Gene
1017,IRS1,Gene
1018,IRS2,Gene
1019,IRS4,Gene
1020,ISG15,Gene
1021,ITCH,Gene
1022,ITGA1,Gene
1023,ITGA10,Gene
1024,ITGA11,Gene
1025,ITGA2,Gene
1026,ITGA2B,Gene
1027,ITGA3,Gene
1028,ITGA4,Gene
1029,ITGA5,Gene
1030,ITGA6,Gene
1031,ITGA7,Gene
1032,ITGA8,Gene
1033,ITGA9,Gene
1034,ITGAL,Gene
1035,ITGAM,Gene
1036,ITGAV,Gene
1037,ITGB1,Gene
1038,ITGB2,Gene
1039,ITGB3,Gene
1040,ITGB4,Gene
1041,ITGB5,Gene
1042,ITGB6,Gene
1043,ITGB7,Gene
1044,ITGB8,Gene
1045,ITK,Gene
1046,ITPKA,Gene
1047,ITPKB,Gene
1048,ITPKC,Gene
1049,ITPR1,Gene
1050,ITPR2,Gene
1051,ITPR3,Gene
1052,JAG1,Gene
1053,JAG2,Gene
1054,JAK1,Gene
1055,JAK2,Gene
1056,JAK3,Gene
1057,JMJD7-PLA2G4B,Gene
1058,JUN,Gene
1059,JUND,Gene
1060,KAT2A,Gene
1061,KAT2B,Gene
1062,KCNJ12,Gene
1063,KCNJ14,Gene
1064,KCNJ18,Gene
1065,KCNJ2,Gene
1066,KCNJ3,Gene
1067,KCNJ4,Gene
1068,KCNJ5,Gene
1069,KCNJ6,Gene
1070,KCNJ8,Gene
1071,KCNJ9,Gene
1072,KCNMA1,Gene
1073,KCNMB1,Gene
1074,KCNMB2,Gene
1075,KCNMB3,Gene
1076,KCNMB4,Gene
1077,KCNU1,Gene
1078,KDR,Gene
1079,KIDINS220,Gene
1080,KIF3A,Gene
1081,KIF7,Gene
1082,KIT,Gene
1083,KITLG,Gene
1084,KLF2,Gene
1085,KLF4,Gene
1086,KNG1,Gene
1087,KRAS,Gene
1088,KRIT1,Gene
1089,KRT10,Gene
1090,KRT12,Gene
1091,KRT13,Gene
1092,KRT14,Gene
1093,KRT15,Gene
1094,KRT16,Gene
1095,KRT17,Gene
1096,KRT18,Gene
1097,KRT19,Gene
1098,KRT20,Gene
1099,KRT23,Gene
1100,KRT24,Gene
1101,KRT25,Gene
1102,KRT26,Gene
1103,KRT27,Gene
1104,KRT28,Gene
1105,KRT31,Gene
1106,KRT32,Gene
1107,KRT33A,Gene
1108,KRT33B,Gene
1109,KRT34,Gene
1110,KRT35,Gene
1111,KRT36,Gene
1112,KRT37,Gene
1113,KRT38,Gene
1114,KRT39,Gene
1115,KRT40,Gene
1116,KRT9,Gene
1117,KSR1,Gene
1118,KSR2,Gene
1119,LAMA1,Gene
1120,LAMA2,Gene
1121,LAMA3,Gene
1122,LAMA4,Gene
1123,LAMA5,Gene
1124,LAMB1,Gene
1125,LAMB2,Gene
1126,LAMB3,Gene
1127,LAMB4,Gene
1128,LAMC1,Gene
1129,LAMC2,Gene
1130,LAMC3,Gene
1131,LAMTOR1,Gene
1132,LAMTOR2,Gene
1133,LAMTOR3,Gene
1134,LAMTOR4,Gene
1135,LAMTOR5,Gene
1136,LAT,Gene
1137,LATS1,Gene
1138,LATS2,Gene
1139,LCK,Gene
1140,LCN2,Gene
1141,LCP2,Gene
1142,LDHA,Gene
1143,LDHAL6A,Gene
1144,LDHAL6B,Gene
1145,LDHB,Gene
1146,LDHC,Gene
1147,LEF1,Gene
1148,LEFTY1,Gene
1149,LEFTY2,Gene
1150,LEP,Gene
1151,LEPR,Gene
1152,LFNG,Gene
1153,LGR4,Gene
1154,LGR5,Gene
1155,LGR6,Gene
1156,LHB,Gene
1157,LHCGR,Gene
1158,LIF,Gene
1159,LIFR,Gene
1160,LILRA1,Gene
1161,LILRA2,Gene
1162,LILRA4,Gene
1163,LILRA5,Gene
1164,LILRA6,Gene
1165,LILRB1,Gene
1166,LILRB2,Gene
1167,LILRB3,Gene
1168,LILRB4,Gene
1169,LILRB5,Gene
1170,LIMD1,Gene
1171,LIPE,Gene
1172,LLGL1,Gene
1173,LLGL2,Gene
1174,LPAR1,Gene
1175,LPAR2,Gene
1176,LPAR3,Gene
1177,LPAR4,Gene
1178,LPAR5,Gene
1179,LPAR6,Gene
