src,dest,EdgeType
29,225,Gene-Gene
29,229,Gene-Gene
29,230,Gene-Gene
29,231,Gene-Gene
29,232,Gene-Gene
29,233,Gene-Gene
29,725,Gene-Gene
29,726,Gene-Gene
29,727,Gene-Gene
29,728,Gene-Gene
29,729,Gene-Gene
29,731,Gene-Gene
29,732,Gene-Gene
29,733,Gene-Gene
29,734,Gene-Gene
29,735,Gene-Gene
29,736,Gene-Gene
29,737,Gene-Gene
29,738,Gene-Gene
29,739,Gene-Gene
29,740,Gene-Gene
29,741,Gene-Gene
29,742,Gene-Gene
29,743,Gene-Gene
29,744,Gene-Gene
29,745,Gene-Gene
29,746,Gene-Gene
29,747,Gene-Gene
29,748,Gene-Gene
30,219,Gene-Gene
30,220,Gene-Gene
30,221,Gene-Gene
30,222,Gene-Gene
30,223,Gene-Gene
30,224,Gene-Gene
30,225,Gene-Gene
30,229,Gene-Gene
30,230,Gene-Gene
30,231,Gene-Gene
30,232,Gene-Gene
30,233,Gene-Gene
30,725,Gene-Gene
30,726,Gene-Gene
30,727,Gene-Gene
30,728,Gene-Gene
30,729,Gene-Gene
30,731,Gene-Gene
30,732,Gene-Gene
30,733,Gene-Gene
30,734,Gene-Gene
30,735,Gene-Gene
30,736,Gene-Gene
30,737,Gene-Gene
30,738,Gene-Gene
30,739,Gene-Gene
30,740,Gene-Gene
30,741,Gene-Gene
30,742,Gene-Gene
30,743,Gene-Gene
30,744,Gene-Gene
30,745,Gene-Gene
30,746,Gene-Gene
30,747,Gene-Gene
30,748,Gene-Gene
31,219,Gene-Gene
31,220,Gene-Gene
31,221,Gene-Gene
31,222,Gene-Gene
31,223,Gene-Gene
31,224,Gene-Gene
31,225,Gene-Gene
31,229,Gene-Gene
31,230,Gene-Gene
31,231,Gene-Gene
31,232,Gene-Gene
31,233,Gene-Gene
31,725,Gene-Gene
31,726,Gene-Gene
31,727,Gene-Gene
31,729,Gene-Gene
31,731,Gene-Gene
31,732,Gene-Gene
31,733,Gene-Gene
31,734,Gene-Gene
31,735,Gene-Gene
31,736,Gene-Gene
31,737,Gene-Gene
31,738,Gene-Gene
31,739,Gene-Gene
31,740,Gene-Gene
31,741,Gene-Gene
31,742,Gene-Gene
31,743,Gene-Gene
31,744,Gene-Gene
31,745,Gene-Gene
31,746,Gene-Gene
31,747,Gene-Gene
31,748,Gene-Gene
32,219,Gene-Gene
32,220,Gene-Gene
32,221,Gene-Gene
32,222,Gene-Gene
32,223,Gene-Gene
32,224,Gene-Gene
32,225,Gene-Gene
32,229,Gene-Gene
32,230,Gene-Gene
32,231,Gene-Gene
32,232,Gene-Gene
32,233,Gene-Gene
32,725,Gene-Gene
32,726,Gene-Gene
32,727,Gene-Gene
32,729,Gene-Gene
32,731,Gene-Gene
32,732,Gene-Gene
32,733,Gene-Gene
32,734,Gene-Gene
32,735,Gene-Gene
32,736,Gene-Gene
32,737,Gene-Gene
32,738,Gene-Gene
32,739,Gene-Gene
32,740,Gene-Gene
32,741,Gene-Gene
32,742,Gene-Gene
32,743,Gene-Gene
32,744,Gene-Gene
32,745,Gene-Gene
32,746,Gene-Gene
32,747,Gene-Gene
32,748,Gene-Gene
33,219,Gene-Gene
33,220,Gene-Gene
33,221,Gene-Gene
33,222,Gene-Gene
33,223,Gene-Gene
33,224,Gene-Gene
33,225,Gene-Gene
33,229,Gene-Gene
33,230,Gene-Gene
33,231,Gene-Gene
33,232,Gene-Gene
33,233,Gene-Gene
33,725,Gene-Gene
33,726,Gene-Gene
33,727,Gene-Gene
33,728,Gene-Gene
33,729,Gene-Gene
33,731,Gene-Gene
33,732,Gene-Gene
33,733,Gene-Gene
33,734,Gene-Gene
33,735,Gene-Gene
33,736,Gene-Gene
33,737,Gene-Gene
33,738,Gene-Gene
33,739,Gene-Gene
33,740,Gene-Gene
33,741,Gene-Gene
33,742,Gene-Gene
33,743,Gene-Gene
33,744,Gene-Gene
33,745,Gene-Gene
33,746,Gene-Gene
33,747,Gene-Gene
33,748,Gene-Gene
34,219,Gene-Gene
34,220,Gene-Gene
34,221,Gene-Gene
34,222,Gene-Gene
34,223,Gene-Gene
34,224,Gene-Gene
34,225,Gene-Gene
34,229,Gene-Gene
34,230,Gene-Gene
34,231,Gene-Gene
34,232,Gene-Gene
34,233,Gene-Gene
34,725,Gene-Gene
34,726,Gene-Gene
34,727,Gene-Gene
34,728,Gene-Gene
34,729,Gene-Gene
34,731,Gene-Gene
34,732,Gene-Gene
34,733,Gene-Gene
34,734,Gene-Gene
34,735,Gene-Gene
34,736,Gene-Gene
34,737,Gene-Gene
34,738,Gene-Gene
34,739,Gene-Gene
34,740,Gene-Gene
34,741,Gene-Gene
34,742,Gene-Gene
34,743,Gene-Gene
34,744,Gene-Gene
34,745,Gene-Gene
34,746,Gene-Gene
34,747,Gene-Gene
34,748,Gene-Gene
35,219,Gene-Gene
35,220,Gene-Gene
35,221,Gene-Gene
35,222,Gene-Gene
35,223,Gene-Gene
35,224,Gene-Gene
35,225,Gene-Gene
35,229,Gene-Gene
35,230,Gene-Gene
35,231,Gene-Gene
35,232,Gene-Gene
35,233,Gene-Gene
35,725,Gene-Gene
35,726,Gene-Gene
35,727,Gene-Gene
35,728,Gene-Gene
35,729,Gene-Gene
35,731,Gene-Gene
35,732,Gene-Gene
35,733,Gene-Gene
35,734,Gene-Gene
35,735,Gene-Gene
35,736,Gene-Gene
35,737,Gene-Gene
35,738,Gene-Gene
35,739,Gene-Gene
35,740,Gene-Gene
35,741,Gene-Gene
35,742,Gene-Gene
35,743,Gene-Gene
35,744,Gene-Gene
35,745,Gene-Gene
35,746,Gene-Gene
35,747,Gene-Gene
35,748,Gene-Gene
36,37,Gene-Gene
36,42,Gene-Gene
36,51,Gene-Gene
36,512,Gene-Gene
36,514,Gene-Gene
36,669,Gene-Gene
36,713,Gene-Gene
36,719,Gene-Gene
36,753,Gene-Gene
36,851,Gene-Gene
36,853,Gene-Gene
37,36,Gene-Gene
37,345,Gene-Gene
37,668,Gene-Gene
37,700,Gene-Gene
37,712,Gene-Gene
37,731,Gene-Gene
38,39,Gene-Gene
38,40,Gene-Gene
39,38,Gene-Gene
39,234,Gene-Gene
40,38,Gene-Gene
40,234,Gene-Gene
41,542,Gene-Gene
41,543,Gene-Gene
41,544,Gene-Gene
41,710,Gene-Gene
41,725,Gene-Gene
41,726,Gene-Gene
41,727,Gene-Gene
42,36,Gene-Gene
42,345,Gene-Gene
42,668,Gene-Gene
42,700,Gene-Gene
42,712,Gene-Gene
42,728,Gene-Gene
42,730,Gene-Gene
42,731,Gene-Gene
43,728,Gene-Gene
43,730,Gene-Gene
43,731,Gene-Gene
44,725,Gene-Gene
44,726,Gene-Gene
44,727,Gene-Gene
45,720,Gene-Gene
45,721,Gene-Gene
45,722,Gene-Gene
45,723,Gene-Gene
45,724,Gene-Gene
45,730,Gene-Gene
45,1543,Gene-Gene
46,720,Gene-Gene
46,721,Gene-Gene
46,722,Gene-Gene
46,723,Gene-Gene
46,724,Gene-Gene
46,730,Gene-Gene
47,720,Gene-Gene
47,721,Gene-Gene
47,722,Gene-Gene
47,723,Gene-Gene
47,724,Gene-Gene
47,730,Gene-Gene
48,720,Gene-Gene
48,721,Gene-Gene
48,722,Gene-Gene
48,730,Gene-Gene
49,720,Gene-Gene
49,721,Gene-Gene
49,722,Gene-Gene
49,730,Gene-Gene
50,720,Gene-Gene
50,721,Gene-Gene
50,722,Gene-Gene
50,730,Gene-Gene
51,36,Gene-Gene
51,345,Gene-Gene
51,668,Gene-Gene
51,700,Gene-Gene
51,712,Gene-Gene
51,725,Gene-Gene
51,726,Gene-Gene
51,727,Gene-Gene
51,728,Gene-Gene
51,731,Gene-Gene
52,542,Gene-Gene
52,543,Gene-Gene
52,544,Gene-Gene
52,710,Gene-Gene
52,725,Gene-Gene
52,726,Gene-Gene
52,727,Gene-Gene
52,728,Gene-Gene
52,731,Gene-Gene
53,725,Gene-Gene
53,726,Gene-Gene
53,727,Gene-Gene
53,728,Gene-Gene
53,731,Gene-Gene
55,777,Gene-Gene
55,1426,Gene-Gene
55,1427,Gene-Gene
56,496,Gene-Gene
56,1000,Gene-Gene
56,1426,Gene-Gene
56,1427,Gene-Gene
56,1465,Gene-Gene
56,1466,Gene-Gene
56,1467,Gene-Gene
56,1468,Gene-Gene
56,1469,Gene-Gene
56,1470,Gene-Gene
56,1471,Gene-Gene
57,1543,Gene-Gene
58,59,Gene-Gene
58,143,Gene-Gene
58,144,Gene-Gene
58,145,Gene-Gene
58,455,Gene-Gene
58,456,Gene-Gene
58,597,Gene-Gene
58,777,Gene-Gene
58,778,Gene-Gene
58,779,Gene-Gene
58,780,Gene-Gene
58,781,Gene-Gene
58,782,Gene-Gene
58,783,Gene-Gene
58,784,Gene-Gene
58,1117,Gene-Gene
58,1118,Gene-Gene
58,1119,Gene-Gene
58,1120,Gene-Gene
59,58,Gene-Gene
59,142,Gene-Gene
59,596,Gene-Gene
59,720,Gene-Gene
59,721,Gene-Gene
59,722,Gene-Gene
59,723,Gene-Gene
59,724,Gene-Gene
59,730,Gene-Gene
59,731,Gene-Gene
59,1465,Gene-Gene
61,862,Gene-Gene
63,64,Gene-Gene
63,104,Gene-Gene
63,105,Gene-Gene
63,106,Gene-Gene
63,149,Gene-Gene
63,156,Gene-Gene
63,185,Gene-Gene
63,253,Gene-Gene
63,328,Gene-Gene
63,335,Gene-Gene
63,336,Gene-Gene
63,356,Gene-Gene
63,397,Gene-Gene
63,398,Gene-Gene
63,399,Gene-Gene
63,400,Gene-Gene
63,401,Gene-Gene
63,402,Gene-Gene
63,403,Gene-Gene
63,407,Gene-Gene
63,659,Gene-Gene
63,660,Gene-Gene
63,661,Gene-Gene
63,787,Gene-Gene
63,788,Gene-Gene
63,834,Gene-Gene
63,835,Gene-Gene
63,879,Gene-Gene
63,881,Gene-Gene
63,1161,Gene-Gene
63,1169,Gene-Gene
63,1171,Gene-Gene
63,1173,Gene-Gene
63,1283,Gene-Gene
63,1425,Gene-Gene
63,1426,Gene-Gene
63,1427,Gene-Gene
63,1428,Gene-Gene
63,1430,Gene-Gene
63,1431,Gene-Gene
63,1509,Gene-Gene
63,1510,Gene-Gene
63,1511,Gene-Gene
63,1512,Gene-Gene
63,1513,Gene-Gene
63,1514,Gene-Gene
63,1515,Gene-Gene
63,1516,Gene-Gene
63,1517,Gene-Gene
63,1518,Gene-Gene
63,1519,Gene-Gene
63,1520,Gene-Gene
63,1521,Gene-Gene
63,1522,Gene-Gene
63,1523,Gene-Gene
63,1524,Gene-Gene
63,1525,Gene-Gene
63,1526,Gene-Gene
64,63,Gene-Gene
64,65,Gene-Gene
64,66,Gene-Gene
64,567,Gene-Gene
64,1543,Gene-Gene
65,64,Gene-Gene
65,104,Gene-Gene
65,105,Gene-Gene
65,106,Gene-Gene
65,149,Gene-Gene
65,156,Gene-Gene
65,185,Gene-Gene
65,253,Gene-Gene
65,328,Gene-Gene
65,335,Gene-Gene
65,336,Gene-Gene
65,356,Gene-Gene
65,397,Gene-Gene
65,398,Gene-Gene
65,399,Gene-Gene
65,400,Gene-Gene
65,401,Gene-Gene
65,402,Gene-Gene
65,403,Gene-Gene
65,407,Gene-Gene
65,659,Gene-Gene
65,660,Gene-Gene
65,661,Gene-Gene
65,787,Gene-Gene
65,788,Gene-Gene
65,834,Gene-Gene
65,835,Gene-Gene
65,879,Gene-Gene
65,881,Gene-Gene
65,1161,Gene-Gene
65,1169,Gene-Gene
65,1171,Gene-Gene
65,1173,Gene-Gene
65,1283,Gene-Gene
65,1425,Gene-Gene
65,1426,Gene-Gene
65,1427,Gene-Gene
65,1428,Gene-Gene
65,1430,Gene-Gene
65,1431,Gene-Gene
65,1509,Gene-Gene
65,1510,Gene-Gene
65,1511,Gene-Gene
65,1512,Gene-Gene
65,1513,Gene-Gene
65,1514,Gene-Gene
65,1515,Gene-Gene
65,1516,Gene-Gene
65,1517,Gene-Gene
65,1518,Gene-Gene
65,1519,Gene-Gene
65,1520,Gene-Gene
65,1521,Gene-Gene
65,1522,Gene-Gene
65,1523,Gene-Gene
65,1524,Gene-Gene
65,1525,Gene-Gene
65,1526,Gene-Gene
66,64,Gene-Gene
66,104,Gene-Gene
66,105,Gene-Gene
66,106,Gene-Gene
66,149,Gene-Gene
66,156,Gene-Gene
66,185,Gene-Gene
66,253,Gene-Gene
66,328,Gene-Gene
66,335,Gene-Gene
66,336,Gene-Gene
66,356,Gene-Gene
66,397,Gene-Gene
66,398,Gene-Gene
66,399,Gene-Gene
66,400,Gene-Gene
66,401,Gene-Gene
66,402,Gene-Gene
66,403,Gene-Gene
66,407,Gene-Gene
66,659,Gene-Gene
66,660,Gene-Gene
66,661,Gene-Gene
66,787,Gene-Gene
66,788,Gene-Gene
66,834,Gene-Gene
66,835,Gene-Gene
66,879,Gene-Gene
66,881,Gene-Gene
66,1161,Gene-Gene
66,1169,Gene-Gene
66,1171,Gene-Gene
66,1173,Gene-Gene
66,1283,Gene-Gene
66,1425,Gene-Gene
66,1426,Gene-Gene
66,1427,Gene-Gene
66,1428,Gene-Gene
66,1430,Gene-Gene
66,1431,Gene-Gene
66,1509,Gene-Gene
66,1510,Gene-Gene
66,1511,Gene-Gene
66,1512,Gene-Gene
66,1513,Gene-Gene
66,1514,Gene-Gene
66,1515,Gene-Gene
66,1516,Gene-Gene
66,1517,Gene-Gene
66,1518,Gene-Gene
66,1519,Gene-Gene
66,1520,Gene-Gene
66,1521,Gene-Gene
66,1522,Gene-Gene
66,1523,Gene-Gene
66,1524,Gene-Gene
66,1525,Gene-Gene
66,1526,Gene-Gene
67,100,Gene-Gene
67,404,Gene-Gene
67,578,Gene-Gene
67,817,Gene-Gene
68,100,Gene-Gene
68,404,Gene-Gene
68,578,Gene-Gene
68,817,Gene-Gene
69,100,Gene-Gene
69,404,Gene-Gene
69,578,Gene-Gene
69,817,Gene-Gene
70,71,Gene-Gene
70,178,Gene-Gene
70,179,Gene-Gene
70,180,Gene-Gene
70,350,Gene-Gene
70,759,Gene-Gene
70,760,Gene-Gene
71,70,Gene-Gene
71,171,Gene-Gene
71,172,Gene-Gene
71,173,Gene-Gene
71,174,Gene-Gene
71,175,Gene-Gene
71,176,Gene-Gene
71,177,Gene-Gene
71,702,Gene-Gene
71,703,Gene-Gene
71,704,Gene-Gene
73,901,Gene-Gene
73,903,Gene-Gene
74,100,Gene-Gene
74,404,Gene-Gene
74,409,Gene-Gene
74,555,Gene-Gene
74,578,Gene-Gene
74,579,Gene-Gene
74,582,Gene-Gene
74,583,Gene-Gene
74,584,Gene-Gene
74,636,Gene-Gene
74,637,Gene-Gene
74,638,Gene-Gene
74,639,Gene-Gene
74,648,Gene-Gene
74,649,Gene-Gene
74,651,Gene-Gene
74,817,Gene-Gene
74,875,Gene-Gene
74,950,Gene-Gene
75,100,Gene-Gene
75,404,Gene-Gene
75,409,Gene-Gene
75,555,Gene-Gene
75,578,Gene-Gene
75,579,Gene-Gene
75,582,Gene-Gene
75,583,Gene-Gene
75,584,Gene-Gene
75,636,Gene-Gene
75,637,Gene-Gene
75,638,Gene-Gene
75,639,Gene-Gene
75,648,Gene-Gene
75,649,Gene-Gene
75,651,Gene-Gene
75,817,Gene-Gene
75,875,Gene-Gene
75,950,Gene-Gene
76,100,Gene-Gene
76,404,Gene-Gene
76,409,Gene-Gene
76,555,Gene-Gene
76,578,Gene-Gene
76,579,Gene-Gene
76,582,Gene-Gene
76,583,Gene-Gene
76,584,Gene-Gene
76,636,Gene-Gene
76,637,Gene-Gene
76,638,Gene-Gene
76,639,Gene-Gene
76,648,Gene-Gene
76,649,Gene-Gene
76,651,Gene-Gene
76,817,Gene-Gene
76,875,Gene-Gene
76,950,Gene-Gene
78,1849,Gene-Gene
78,1850,Gene-Gene
78,1851,Gene-Gene
78,1852,Gene-Gene
79,253,Gene-Gene
80,573,Gene-Gene
80,593,Gene-Gene
80,1403,Gene-Gene
81,82,Gene-Gene
81,146,Gene-Gene
81,147,Gene-Gene
81,434,Gene-Gene
81,531,Gene-Gene
81,532,Gene-Gene
81,533,Gene-Gene
81,788,Gene-Gene
81,1886,Gene-Gene
82,81,Gene-Gene
82,146,Gene-Gene
82,147,Gene-Gene
82,434,Gene-Gene
82,531,Gene-Gene
82,532,Gene-Gene
82,533,Gene-Gene
82,788,Gene-Gene
82,1886,Gene-Gene
83,84,Gene-Gene
83,1307,Gene-Gene
84,83,Gene-Gene
84,1307,Gene-Gene
85,86,Gene-Gene
86,85,Gene-Gene
86,722,Gene-Gene
86,725,Gene-Gene
86,726,Gene-Gene
86,727,Gene-Gene
86,730,Gene-Gene
86,732,Gene-Gene
86,733,Gene-Gene
86,734,Gene-Gene
86,735,Gene-Gene
86,736,Gene-Gene
86,737,Gene-Gene
86,738,Gene-Gene
86,739,Gene-Gene
86,740,Gene-Gene
86,741,Gene-Gene
86,742,Gene-Gene
86,743,Gene-Gene
86,744,Gene-Gene
86,745,Gene-Gene
86,746,Gene-Gene
86,747,Gene-Gene
86,748,Gene-Gene
92,830,Gene-Gene
94,409,Gene-Gene
94,555,Gene-Gene
94,579,Gene-Gene
94,582,Gene-Gene
94,583,Gene-Gene
94,584,Gene-Gene
94,636,Gene-Gene
94,637,Gene-Gene
94,638,Gene-Gene
94,639,Gene-Gene
94,648,Gene-Gene
94,649,Gene-Gene
94,651,Gene-Gene
94,875,Gene-Gene
94,950,Gene-Gene
95,471,Gene-Gene
95,472,Gene-Gene
95,473,Gene-Gene
95,474,Gene-Gene
99,830,Gene-Gene
100,67,Gene-Gene
100,68,Gene-Gene
100,69,Gene-Gene
100,74,Gene-Gene
100,75,Gene-Gene
100,76,Gene-Gene
100,156,Gene-Gene
100,335,Gene-Gene
100,336,Gene-Gene
100,404,Gene-Gene
100,542,Gene-Gene
100,554,Gene-Gene
100,574,Gene-Gene
100,575,Gene-Gene
100,576,Gene-Gene
100,577,Gene-Gene
100,578,Gene-Gene
100,580,Gene-Gene
100,648,Gene-Gene
100,697,Gene-Gene
100,817,Gene-Gene
100,818,Gene-Gene
100,819,Gene-Gene
100,820,Gene-Gene
100,821,Gene-Gene
100,825,Gene-Gene
100,1085,Gene-Gene
100,1086,Gene-Gene
100,1087,Gene-Gene
100,1398,Gene-Gene
100,1902,Gene-Gene
101,102,Gene-Gene
101,297,Gene-Gene
101,298,Gene-Gene
101,299,Gene-Gene
101,300,Gene-Gene
101,301,Gene-Gene
101,302,Gene-Gene
101,303,Gene-Gene
101,304,Gene-Gene
101,305,Gene-Gene
101,306,Gene-Gene
101,443,Gene-Gene
101,455,Gene-Gene
101,456,Gene-Gene
101,457,Gene-Gene
101,458,Gene-Gene
101,459,Gene-Gene
101,460,Gene-Gene
101,716,Gene-Gene
101,717,Gene-Gene
101,718,Gene-Gene
101,754,Gene-Gene
102,101,Gene-Gene
102,297,Gene-Gene
102,298,Gene-Gene
102,299,Gene-Gene
102,300,Gene-Gene
102,301,Gene-Gene
102,302,Gene-Gene
102,303,Gene-Gene
102,304,Gene-Gene
102,305,Gene-Gene
102,306,Gene-Gene
102,443,Gene-Gene
102,455,Gene-Gene
102,456,Gene-Gene
102,457,Gene-Gene
102,458,Gene-Gene
102,459,Gene-Gene
102,460,Gene-Gene
102,716,Gene-Gene
102,717,Gene-Gene
102,718,Gene-Gene
102,754,Gene-Gene
103,254,Gene-Gene
103,255,Gene-Gene
104,63,Gene-Gene
104,65,Gene-Gene
104,66,Gene-Gene
104,105,Gene-Gene
104,156,Gene-Gene
104,393,Gene-Gene
104,394,Gene-Gene
104,395,Gene-Gene
104,397,Gene-Gene
104,398,Gene-Gene
104,399,Gene-Gene
104,400,Gene-Gene
104,401,Gene-Gene
104,402,Gene-Gene
104,403,Gene-Gene
104,404,Gene-Gene
104,407,Gene-Gene
104,578,Gene-Gene
104,684,Gene-Gene
104,685,Gene-Gene
104,1169,Gene-Gene
104,1171,Gene-Gene
104,1173,Gene-Gene
105,63,Gene-Gene
105,65,Gene-Gene
105,66,Gene-Gene
105,104,Gene-Gene
105,156,Gene-Gene
105,229,Gene-Gene
105,230,Gene-Gene
105,231,Gene-Gene
105,232,Gene-Gene
105,233,Gene-Gene
105,393,Gene-Gene
105,394,Gene-Gene
105,395,Gene-Gene
105,397,Gene-Gene
105,398,Gene-Gene
105,399,Gene-Gene
105,400,Gene-Gene
105,401,Gene-Gene
105,402,Gene-Gene
105,403,Gene-Gene
105,404,Gene-Gene
105,407,Gene-Gene
105,578,Gene-Gene
105,684,Gene-Gene
105,685,Gene-Gene
105,1696,Gene-Gene
105,1697,Gene-Gene
105,1698,Gene-Gene
106,63,Gene-Gene
106,65,Gene-Gene
106,66,Gene-Gene
106,156,Gene-Gene
107,108,Gene-Gene
107,109,Gene-Gene
107,488,Gene-Gene
107,659,Gene-Gene
107,660,Gene-Gene
107,661,Gene-Gene
107,688,Gene-Gene
107,689,Gene-Gene
107,690,Gene-Gene
108,107,Gene-Gene
108,109,Gene-Gene
108,688,Gene-Gene
108,689,Gene-Gene
108,690,Gene-Gene
109,107,Gene-Gene
109,108,Gene-Gene
109,488,Gene-Gene
109,688,Gene-Gene
109,689,Gene-Gene
109,690,Gene-Gene
110,349,Gene-Gene
110,659,Gene-Gene
110,660,Gene-Gene
110,661,Gene-Gene
111,671,Gene-Gene
111,1426,Gene-Gene
111,1427,Gene-Gene
112,671,Gene-Gene
112,1426,Gene-Gene
112,1427,Gene-Gene
113,671,Gene-Gene
113,1426,Gene-Gene
113,1427,Gene-Gene
114,671,Gene-Gene
114,1426,Gene-Gene
114,1427,Gene-Gene
115,671,Gene-Gene
115,1426,Gene-Gene
115,1427,Gene-Gene
116,671,Gene-Gene
116,1426,Gene-Gene
116,1427,Gene-Gene
117,671,Gene-Gene
117,1426,Gene-Gene
117,1427,Gene-Gene
118,671,Gene-Gene
118,1426,Gene-Gene
118,1427,Gene-Gene
119,831,Gene-Gene
120,831,Gene-Gene
121,831,Gene-Gene
126,1076,Gene-Gene
127,1076,Gene-Gene
128,1076,Gene-Gene
129,1076,Gene-Gene
130,1076,Gene-Gene
131,1076,Gene-Gene
132,1076,Gene-Gene
133,1076,Gene-Gene
134,1076,Gene-Gene
135,1076,Gene-Gene
136,1076,Gene-Gene
137,1076,Gene-Gene
138,1076,Gene-Gene
139,348,Gene-Gene
142,59,Gene-Gene
142,143,Gene-Gene
142,144,Gene-Gene
142,145,Gene-Gene
142,455,Gene-Gene
142,456,Gene-Gene
142,597,Gene-Gene
142,777,Gene-Gene
142,778,Gene-Gene
142,779,Gene-Gene
142,780,Gene-Gene
142,781,Gene-Gene
142,782,Gene-Gene
142,783,Gene-Gene
142,784,Gene-Gene
142,1117,Gene-Gene
142,1118,Gene-Gene
142,1119,Gene-Gene
142,1120,Gene-Gene
143,58,Gene-Gene
143,142,Gene-Gene
143,596,Gene-Gene
143,720,Gene-Gene
143,721,Gene-Gene
143,722,Gene-Gene
143,723,Gene-Gene
143,724,Gene-Gene
143,730,Gene-Gene
143,731,Gene-Gene
143,1465,Gene-Gene
144,58,Gene-Gene
144,142,Gene-Gene
144,596,Gene-Gene
144,720,Gene-Gene
144,721,Gene-Gene
144,722,Gene-Gene
144,723,Gene-Gene
144,724,Gene-Gene
144,730,Gene-Gene
144,731,Gene-Gene
144,1465,Gene-Gene
145,58,Gene-Gene
145,142,Gene-Gene
145,596,Gene-Gene
145,721,Gene-Gene
145,722,Gene-Gene
145,731,Gene-Gene
145,1465,Gene-Gene
146,81,Gene-Gene
146,82,Gene-Gene
146,147,Gene-Gene
146,417,Gene-Gene
146,418,Gene-Gene
146,420,Gene-Gene
146,434,Gene-Gene
146,531,Gene-Gene
146,532,Gene-Gene
146,533,Gene-Gene
146,788,Gene-Gene
146,1891,Gene-Gene
146,1892,Gene-Gene
147,81,Gene-Gene
147,82,Gene-Gene
147,146,Gene-Gene
147,417,Gene-Gene
147,418,Gene-Gene
147,420,Gene-Gene
147,434,Gene-Gene
147,531,Gene-Gene
147,532,Gene-Gene
147,533,Gene-Gene
147,788,Gene-Gene
147,1891,Gene-Gene
147,1892,Gene-Gene
148,881,Gene-Gene
149,63,Gene-Gene
149,65,Gene-Gene
149,66,Gene-Gene
149,156,Gene-Gene
149,158,Gene-Gene
149,2053,Gene-Gene
149,2054,Gene-Gene
151,20,Gene-Gene
151,21,Gene-Gene
