src,dest,EdgeType
ADCY8,CAMK2D,Gene-Gene
ADCY8,CAMK2G,Gene-Gene
ADCY8,CAMK4,Gene-Gene
ADCY8,GNAI1,Gene-Gene
ADCY8,GNAI2,Gene-Gene
ADCY8,GNAI3,Gene-Gene
ADCY8,GNAL,Gene-Gene
ADCY8,GNAO1,Gene-Gene
ADCY8,GNAS,Gene-Gene
ADCY8,GNB1,Gene-Gene
ADCY8,GNB2,Gene-Gene
ADCY8,GNB3,Gene-Gene
ADCY8,GNB4,Gene-Gene
ADCY8,GNB5,Gene-Gene
ADCY8,GNG10,Gene-Gene
ADCY8,GNG11,Gene-Gene
ADCY8,GNG12,Gene-Gene
ADCY8,GNG13,Gene-Gene
ADCY8,GNG2,Gene-Gene
ADCY8,GNG3,Gene-Gene
ADCY8,GNG4,Gene-Gene
ADCY8,GNG5,Gene-Gene
ADCY8,GNG7,Gene-Gene
ADCY8,GNG8,Gene-Gene
ADCY8,GNGT1,Gene-Gene
ADCY8,GNGT2,Gene-Gene
ADCY9,CALM1,Gene-Gene
ADCY9,CALM2,Gene-Gene
ADCY9,CALM3,Gene-Gene
ADCY9,CALML3,Gene-Gene
ADCY9,CALML4,Gene-Gene
ADCY9,CALML5,Gene-Gene
ADCY9,CALML6,Gene-Gene
ADCY9,CAMK2A,Gene-Gene
ADCY9,CAMK2B,Gene-Gene
ADCY9,CAMK2D,Gene-Gene
ADCY9,CAMK2G,Gene-Gene
ADCY9,CAMK4,Gene-Gene
ADCY9,GNAI1,Gene-Gene
ADCY9,GNAI2,Gene-Gene
ADCY9,GNAI3,Gene-Gene
ADCY9,GNAL,Gene-Gene
ADCY9,GNAO1,Gene-Gene
ADCY9,GNAS,Gene-Gene
ADCY9,GNB1,Gene-Gene
ADCY9,GNB2,Gene-Gene
ADCY9,GNB3,Gene-Gene
ADCY9,GNB4,Gene-Gene
ADCY9,GNB5,Gene-Gene
ADCY9,GNG10,Gene-Gene
ADCY9,GNG11,Gene-Gene
ADCY9,GNG12,Gene-Gene
ADCY9,GNG13,Gene-Gene
ADCY9,GNG2,Gene-Gene
ADCY9,GNG3,Gene-Gene
ADCY9,GNG4,Gene-Gene
ADCY9,GNG5,Gene-Gene
ADCY9,GNG7,Gene-Gene
ADCY9,GNG8,Gene-Gene
ADCY9,GNGT1,Gene-Gene
ADCY9,GNGT2,Gene-Gene
ADCYAP1,ADCYAP1R1,Gene-Gene
ADCYAP1,ADORA2A,Gene-Gene
ADCYAP1,ADRB1,Gene-Gene
ADCYAP1,DRD1,Gene-Gene
ADCYAP1,DRD5,Gene-Gene
ADCYAP1,FSHR,Gene-Gene
ADCYAP1,GIPR,Gene-Gene
ADCYAP1,GLP1R,Gene-Gene
ADCYAP1,GPR119,Gene-Gene
ADCYAP1,HTR4,Gene-Gene
ADCYAP1,HTR6,Gene-Gene
ADCYAP1R1,ADCYAP1,Gene-Gene
ADCYAP1R1,CGA,Gene-Gene
ADCYAP1R1,FSHB,Gene-Gene
ADCYAP1R1,GCG,Gene-Gene
ADCYAP1R1,GIP,Gene-Gene
ADCYAP1R1,GNAS,Gene-Gene
ADIPOQ,ADIPOR1,Gene-Gene
ADIPOQ,ADIPOR2,Gene-Gene
ADIPOR1,ADIPOQ,Gene-Gene
ADIPOR1,CAMKK2,Gene-Gene
ADIPOR2,ADIPOQ,Gene-Gene
ADIPOR2,CAMKK2,Gene-Gene
ADORA1,EDN1,Gene-Gene
ADORA1,EDN2,Gene-Gene
ADORA1,EDN3,Gene-Gene
ADORA1,GHRL,Gene-Gene
ADORA1,GNAI1,Gene-Gene
ADORA1,GNAI2,Gene-Gene
ADORA1,GNAI3,Gene-Gene
ADORA2A,ADCYAP1,Gene-Gene
ADORA2A,CGA,Gene-Gene
ADORA2A,FSHB,Gene-Gene
ADORA2A,GCG,Gene-Gene
ADORA2A,GIP,Gene-Gene
ADORA2A,GNAL,Gene-Gene
ADORA2A,GNAQ,Gene-Gene
ADORA2A,GNAS,Gene-Gene
ADORA2B,GNAL,Gene-Gene
ADORA2B,GNAQ,Gene-Gene
ADORA2B,GNAS,Gene-Gene
ADORA3,GNAI1,Gene-Gene
ADORA3,GNAI2,Gene-Gene
ADORA3,GNAI3,Gene-Gene
ADRA1A,GNA11,Gene-Gene
ADRA1A,GNA12,Gene-Gene
ADRA1A,GNA13,Gene-Gene
ADRA1A,GNA14,Gene-Gene
ADRA1A,GNA15,Gene-Gene
ADRA1A,GNAQ,Gene-Gene
ADRA1A,PRKAA1,Gene-Gene
ADRA1B,GNA11,Gene-Gene
ADRA1B,GNA12,Gene-Gene
ADRA1B,GNA13,Gene-Gene
ADRA1B,GNA14,Gene-Gene
ADRA1B,GNA15,Gene-Gene
ADRA1B,GNAQ,Gene-Gene
ADRA1D,GNA11,Gene-Gene
ADRA1D,GNA12,Gene-Gene
ADRA1D,GNA13,Gene-Gene
ADRA1D,GNA14,Gene-Gene
ADRA1D,GNA15,Gene-Gene
ADRA1D,GNAQ,Gene-Gene
ADRA2A,GNA11,Gene-Gene
ADRA2A,GNA12,Gene-Gene
ADRA2A,GNA13,Gene-Gene
ADRA2A,GNAQ,Gene-Gene
ADRA2B,GNA11,Gene-Gene
ADRA2B,GNA12,Gene-Gene
ADRA2B,GNA13,Gene-Gene
ADRA2B,GNAQ,Gene-Gene
ADRA2C,GNA11,Gene-Gene
ADRA2C,GNA12,Gene-Gene
ADRA2C,GNA13,Gene-Gene
ADRA2C,GNAQ,Gene-Gene
ADRB1,ADCYAP1,Gene-Gene
ADRB1,CGA,Gene-Gene
ADRB1,FSHB,Gene-Gene
ADRB1,GCG,Gene-Gene
ADRB1,GIP,Gene-Gene
ADRB1,GNAI1,Gene-Gene
ADRB1,GNAI2,Gene-Gene
ADRB1,GNAI3,Gene-Gene
ADRB1,GNAL,Gene-Gene
ADRB1,GNAS,Gene-Gene
ADRB2,EDN1,Gene-Gene
ADRB2,EDN2,Gene-Gene
ADRB2,EDN3,Gene-Gene
ADRB2,GHRL,Gene-Gene
ADRB2,GNAI1,Gene-Gene
ADRB2,GNAI2,Gene-Gene
ADRB2,GNAI3,Gene-Gene
ADRB2,GNAL,Gene-Gene
ADRB2,GNAS,Gene-Gene
ADRB3,GNAI1,Gene-Gene
ADRB3,GNAI2,Gene-Gene
ADRB3,GNAI3,Gene-Gene
ADRB3,GNAL,Gene-Gene
ADRB3,GNAS,Gene-Gene
AGAP2,GRM1,Gene-Gene
AGAP2,PIK3CB,Gene-Gene
AGAP2,PIK3CD,Gene-Gene
AGER,DIAPH1,Gene-Gene
AGER,JAK2,Gene-Gene
AGER,PIK3CB,Gene-Gene
AGER,PIK3CD,Gene-Gene
AGER,PLCB1,Gene-Gene
AGER,PLCB2,Gene-Gene
AGER,PLCB3,Gene-Gene
AGER,PLCB4,Gene-Gene
AGER,PLCD1,Gene-Gene
AGER,PLCD3,Gene-Gene
AGER,PLCD4,Gene-Gene
AGRP,PRKAA1,Gene-Gene
AGT,AGTR1,Gene-Gene
AGT,AVPR1A,Gene-Gene
AGT,AVPR1B,Gene-Gene
AGT,AVPR2,Gene-Gene
AGT,CXCR1,Gene-Gene
AGT,CXCR2,Gene-Gene
AGT,F2R,Gene-Gene
AGT,GRM1,Gene-Gene
AGT,GRM2,Gene-Gene
AGT,GRM3,Gene-Gene
AGT,GRM4,Gene-Gene
AGT,GRM5,Gene-Gene
AGT,GRM6,Gene-Gene
AGT,GRM7,Gene-Gene
AGT,GRM8,Gene-Gene
AGT,LPAR1,Gene-Gene
AGT,LPAR2,Gene-Gene
AGT,LPAR3,Gene-Gene
AGT,LPAR4,Gene-Gene
AGTR1,AGT,Gene-Gene
AGTR1,AVP,Gene-Gene
AGTR1,F2,Gene-Gene
AGTR1,GNA11,Gene-Gene
AGTR1,GNA12,Gene-Gene
AGTR1,GNA13,Gene-Gene
AGTR1,GNA14,Gene-Gene
AGTR1,GNA15,Gene-Gene
AGTR1,GNAQ,Gene-Gene
AGTR1,GNAS,Gene-Gene
AGTR1,PLCB1,Gene-Gene
AIM2,IFI16,Gene-Gene
AKT1,AKT1S1,Gene-Gene
AKT1,ATF2,Gene-Gene
AKT1,ATF4,Gene-Gene
AKT1,ATF6B,Gene-Gene
AKT1,BAD,Gene-Gene
AKT1,BCL2,Gene-Gene
AKT1,BRCA1,Gene-Gene
AKT1,CASP9,Gene-Gene
AKT1,CDC37,Gene-Gene
AKT1,CDKN1A,Gene-Gene
AKT1,CDKN1B,Gene-Gene
AKT1,CHUK,Gene-Gene
AKT1,CREB1,Gene-Gene
AKT1,CREB3,Gene-Gene
AKT1,CREB3L1,Gene-Gene
AKT1,CREB3L2,Gene-Gene
AKT1,CREB3L3,Gene-Gene
AKT1,CREB3L4,Gene-Gene
AKT1,CREB5,Gene-Gene
AKT1,CRTC2,Gene-Gene
AKT1,FOXO1,Gene-Gene
AKT1,FOXO3,Gene-Gene
AKT1,FOXO4,Gene-Gene
AKT1,GSK3A,Gene-Gene
AKT1,GSK3B,Gene-Gene
AKT1,HSP90AA1,Gene-Gene
AKT1,HSP90AB1,Gene-Gene
AKT1,IKBKB,Gene-Gene
AKT1,IKBKG,Gene-Gene
AKT1,MAP3K5,Gene-Gene
AKT1,MAPK1,Gene-Gene
AKT1,MAPK11,Gene-Gene
AKT1,MAPK13,Gene-Gene
AKT1,NFKB1,Gene-Gene
AKT1,PIK3CA,Gene-Gene
AKT1,PIK3CB,Gene-Gene
AKT1,PIK3CD,Gene-Gene
AKT1,PIK3CG,Gene-Gene
AKT1,PIK3R2,Gene-Gene
AKT1,PIK3R3,Gene-Gene
AKT1,PPP1R3A,Gene-Gene
AKT1,PPP1R3B,Gene-Gene
AKT1,PPP1R3C,Gene-Gene
AKT1,PPP1R3D,Gene-Gene
AKT1,PPP1R3E,Gene-Gene
AKT1,PPP1R3F,Gene-Gene
AKT1,PPP2CA,Gene-Gene
AKT1,PPP2CB,Gene-Gene
AKT1,PPP2R1A,Gene-Gene
AKT1,PPP2R1B,Gene-Gene
AKT1,PPP2R2A,Gene-Gene
AKT1,PPP2R2B,Gene-Gene
AKT1,PPP2R2C,Gene-Gene
AKT1,PPP2R2D,Gene-Gene
AKT1,PPP2R3A,Gene-Gene
AKT1,PPP2R3C,Gene-Gene
AKT1,PPP2R5A,Gene-Gene
AKT1,PPP2R5B,Gene-Gene
AKT1S1,AKT1,Gene-Gene
AKT1S1,AKT2,Gene-Gene
AKT1S1,AKT3,Gene-Gene
AKT1S1,EIF4EBP1,Gene-Gene
AKT1S1,PRKAA1,Gene-Gene
AKT2,AKT1S1,Gene-Gene
AKT2,ATF2,Gene-Gene
AKT2,ATF4,Gene-Gene
AKT2,ATF6B,Gene-Gene
AKT2,BAD,Gene-Gene
AKT2,BCL2,Gene-Gene
AKT2,BRCA1,Gene-Gene
AKT2,CASP9,Gene-Gene
AKT2,CDC37,Gene-Gene
AKT2,CDKN1A,Gene-Gene
AKT2,CDKN1B,Gene-Gene
AKT2,CHUK,Gene-Gene
AKT2,CREB1,Gene-Gene
AKT2,CREB3,Gene-Gene
AKT2,CREB3L1,Gene-Gene
AKT2,CREB3L2,Gene-Gene
AKT2,CREB3L3,Gene-Gene
AKT2,CREB3L4,Gene-Gene
AKT2,CREB5,Gene-Gene
AKT2,CRTC2,Gene-Gene
AKT2,FOXO1,Gene-Gene
AKT2,FOXO3,Gene-Gene
AKT2,FOXO4,Gene-Gene
AKT2,GSK3A,Gene-Gene
AKT2,GSK3B,Gene-Gene
AKT2,HSP90AA1,Gene-Gene
AKT2,HSP90AB1,Gene-Gene
AKT2,IKBKB,Gene-Gene
AKT2,IKBKG,Gene-Gene
AKT2,MAP3K5,Gene-Gene
AKT2,MAPK1,Gene-Gene
AKT2,MAPK11,Gene-Gene
AKT2,MAPK13,Gene-Gene
AKT2,NFKB1,Gene-Gene
AKT2,PIK3CA,Gene-Gene
AKT2,PIK3CB,Gene-Gene
AKT2,PIK3CD,Gene-Gene
AKT2,PIK3CG,Gene-Gene
AKT2,PIK3R2,Gene-Gene
AKT2,PIK3R3,Gene-Gene
AKT2,PPP1R3A,Gene-Gene
AKT2,PPP1R3B,Gene-Gene
AKT2,PPP1R3C,Gene-Gene
AKT2,PPP1R3D,Gene-Gene
AKT2,PPP1R3E,Gene-Gene
AKT2,PPP1R3F,Gene-Gene
AKT2,PPP2CA,Gene-Gene
AKT2,PPP2CB,Gene-Gene
AKT2,PPP2R1A,Gene-Gene
AKT2,PPP2R1B,Gene-Gene
AKT2,PPP2R2A,Gene-Gene
AKT2,PPP2R2B,Gene-Gene
AKT2,PPP2R2C,Gene-Gene
AKT2,PPP2R2D,Gene-Gene
AKT2,PPP2R3A,Gene-Gene
AKT2,PPP2R3C,Gene-Gene
AKT2,PPP2R5A,Gene-Gene
AKT2,PPP2R5B,Gene-Gene
AKT3,AKT1S1,Gene-Gene
AKT3,ATF2,Gene-Gene
AKT3,ATF4,Gene-Gene
AKT3,ATF6B,Gene-Gene
AKT3,BAD,Gene-Gene
AKT3,BCL2,Gene-Gene
AKT3,BRCA1,Gene-Gene
AKT3,CASP9,Gene-Gene
AKT3,CDC37,Gene-Gene
AKT3,CDKN1A,Gene-Gene
AKT3,CDKN1B,Gene-Gene
AKT3,CHUK,Gene-Gene
AKT3,CREB1,Gene-Gene
AKT3,CREB3,Gene-Gene
AKT3,CREB3L1,Gene-Gene
AKT3,CREB3L2,Gene-Gene
AKT3,CREB3L3,Gene-Gene
AKT3,CREB3L4,Gene-Gene
AKT3,CREB5,Gene-Gene
AKT3,CRTC2,Gene-Gene
AKT3,FOXO1,Gene-Gene
AKT3,FOXO3,Gene-Gene
AKT3,FOXO4,Gene-Gene
AKT3,GSK3A,Gene-Gene
AKT3,GSK3B,Gene-Gene
AKT3,HSP90AA1,Gene-Gene
AKT3,HSP90AB1,Gene-Gene
AKT3,IKBKB,Gene-Gene
AKT3,IKBKG,Gene-Gene
AKT3,MAP3K5,Gene-Gene
AKT3,MAPK1,Gene-Gene
AKT3,MAPK11,Gene-Gene
AKT3,MAPK13,Gene-Gene
AKT3,NFKB1,Gene-Gene
AKT3,PIK3CA,Gene-Gene
AKT3,PIK3CB,Gene-Gene
AKT3,PIK3CD,Gene-Gene
AKT3,PIK3CG,Gene-Gene
AKT3,PIK3R2,Gene-Gene
AKT3,PIK3R3,Gene-Gene
AKT3,PPP1R3A,Gene-Gene
AKT3,PPP1R3B,Gene-Gene
AKT3,PPP1R3C,Gene-Gene
AKT3,PPP1R3D,Gene-Gene
AKT3,PPP1R3E,Gene-Gene
AKT3,PPP1R3F,Gene-Gene
AKT3,PPP2CA,Gene-Gene
AKT3,PPP2CB,Gene-Gene
AKT3,PPP2R1A,Gene-Gene
AKT3,PPP2R1B,Gene-Gene
AKT3,PPP2R2A,Gene-Gene
AKT3,PPP2R2B,Gene-Gene
AKT3,PPP2R2C,Gene-Gene
AKT3,PPP2R2D,Gene-Gene
AKT3,PPP2R3A,Gene-Gene
AKT3,PPP2R3C,Gene-Gene
AKT3,PPP2R5A,Gene-Gene
AKT3,PPP2R5B,Gene-Gene
ALDOA,ARNT,Gene-Gene
ALDOA,CREBBP,Gene-Gene
ALDOA,EP300,Gene-Gene
ALDOA,HIF1A,Gene-Gene
ALDOB,ARNT,Gene-Gene
ALDOB,CREBBP,Gene-Gene
ALDOB,EP300,Gene-Gene
ALDOB,HIF1A,Gene-Gene
ALDOC,ARNT,Gene-Gene
