src,dest,EdgeType
ADRA1B,GNAQ,Gene-Gene
ADRA1B,TRPC6,Gene-Gene
ADRA1D,GNA11,Gene-Gene
ADRA1D,GNA12,Gene-Gene
ADRA1D,GNA13,Gene-Gene
ADRA1D,GNA14,Gene-Gene
ADRA1D,GNA15,Gene-Gene
ADRA1D,GNAQ,Gene-Gene
ADRA1D,TRPC6,Gene-Gene
ADRA2A,GNA11,Gene-Gene
ADRA2A,GNA12,Gene-Gene
ADRA2A,GNA13,Gene-Gene
ADRA2A,GNAQ,Gene-Gene
ADRA2A,TRPC6,Gene-Gene
ADRA2B,GNA11,Gene-Gene
ADRA2B,GNA12,Gene-Gene
ADRA2B,GNA13,Gene-Gene
ADRA2B,GNAQ,Gene-Gene
ADRA2B,TRPC6,Gene-Gene
ADRA2C,GNA11,Gene-Gene
ADRA2C,GNA12,Gene-Gene
ADRA2C,GNA13,Gene-Gene
ADRA2C,GNAQ,Gene-Gene
ADRA2C,TRPC6,Gene-Gene
ADRB1,GNAI1,Gene-Gene
ADRB1,GNAI2,Gene-Gene
ADRB1,GNAI3,Gene-Gene
ADRB1,GNAL,Gene-Gene
ADRB1,GNAS,Gene-Gene
ADRB2,GNAI1,Gene-Gene
ADRB2,GNAI2,Gene-Gene
ADRB2,GNAI3,Gene-Gene
ADRB2,GNAL,Gene-Gene
ADRB2,GNAS,Gene-Gene
ADRB3,GNAI1,Gene-Gene
ADRB3,GNAI2,Gene-Gene
ADRB3,GNAI3,Gene-Gene
ADRB3,GNAL,Gene-Gene
ADRB3,GNAS,Gene-Gene
AGAP2,PIK3CA,Gene-Gene
AGAP2,PIK3CB,Gene-Gene
AGAP2,PIK3CD,Gene-Gene
AGAP2,PIK3R1,Gene-Gene
AGAP2,PIK3R2,Gene-Gene
AGAP2,PIK3R3,Gene-Gene
AGER,DIAPH1,Gene-Gene
AGER,JAK2,Gene-Gene
AGER,NOX1,Gene-Gene
AGER,NOX4,Gene-Gene
AGER,PIK3CA,Gene-Gene
AGER,PIK3CB,Gene-Gene
AGER,PIK3CD,Gene-Gene
AGER,PIK3R1,Gene-Gene
AGER,PIK3R2,Gene-Gene
AGER,PIK3R3,Gene-Gene
AGER,PLCB1,Gene-Gene
AGER,PLCB2,Gene-Gene
AGER,PLCB3,Gene-Gene
AGER,PLCB4,Gene-Gene
AGER,PLCD1,Gene-Gene
AGER,PLCD3,Gene-Gene
AGER,PLCD4,Gene-Gene
AGER,PLCE1,Gene-Gene
AGER,PLCG1,Gene-Gene
AGER,PLCG2,Gene-Gene
AGER,PRKCB,Gene-Gene
AGT,AGTR1,Gene-Gene
AGT,AVPR1A,Gene-Gene
AGT,AVPR1B,Gene-Gene
AGT,AVPR2,Gene-Gene
AGT,CXCR1,Gene-Gene
AGT,CXCR2,Gene-Gene
AGT,F2R,Gene-Gene
AGT,GRM1,Gene-Gene
AGT,GRM2,Gene-Gene
AGT,GRM3,Gene-Gene
AGT,GRM4,Gene-Gene
AGT,GRM5,Gene-Gene
AGT,GRM6,Gene-Gene
AGT,GRM7,Gene-Gene
AGT,GRM8,Gene-Gene
AGT,LPAR1,Gene-Gene
AGT,LPAR2,Gene-Gene
AGT,LPAR3,Gene-Gene
AGT,LPAR4,Gene-Gene
AGT,LPAR5,Gene-Gene
AGT,LPAR6,Gene-Gene
AGT,PTGFR,Gene-Gene
AGTR1,GNA11,Gene-Gene
AGTR1,GNA12,Gene-Gene
AGTR1,GNA13,Gene-Gene
AGTR1,GNA14,Gene-Gene
AGTR1,GNA15,Gene-Gene
AGTR1,GNAQ,Gene-Gene
AGTR1,GNAS,Gene-Gene
AGTR1,PLCB1,Gene-Gene
AGTR1,PLCB2,Gene-Gene
AGTR1,PLCB3,Gene-Gene
AGTR1,PLCB4,Gene-Gene
AGTR1,SERPINE1,Gene-Gene
AGTR1,TGFB1,Gene-Gene
AGTR1,TGFB2,Gene-Gene
AGTR1,TGFB3,Gene-Gene
AGTR1,TRPC6,Gene-Gene
AIM2,PYCARD,Gene-Gene
AJUBA,LATS1,Gene-Gene
AJUBA,LATS2,Gene-Gene
AJUBA,SAV1,Gene-Gene
AKT1,AKT1S1,Gene-Gene
AKT1,ATF2,Gene-Gene
AKT1,ATF4,Gene-Gene
AKT1,ATF6B,Gene-Gene
AKT1,BAD,Gene-Gene
AKT1,BCL2,Gene-Gene
AKT1,BRCA1,Gene-Gene
AKT1,CASP9,Gene-Gene
AKT1,CDKN1A,Gene-Gene
AKT1,CDKN1B,Gene-Gene
AKT1,CHUK,Gene-Gene
AKT1,CREB1,Gene-Gene
AKT1,CREB3,Gene-Gene
AKT1,CREB3L1,Gene-Gene
AKT1,CREB3L2,Gene-Gene
AKT1,CREB3L3,Gene-Gene
AKT1,CREB3L4,Gene-Gene
AKT1,CREB5,Gene-Gene
AKT1,FOXO1,Gene-Gene
AKT1,FOXO3,Gene-Gene
AKT1,FOXO4,Gene-Gene
AKT1,GSK3A,Gene-Gene
AKT1,GSK3B,Gene-Gene
AKT1,IKBKB,Gene-Gene
AKT1,IKBKG,Gene-Gene
AKT1,MAP2K4,Gene-Gene
AKT1,MAP3K5,Gene-Gene
AKT1,MAP3K8,Gene-Gene
AKT1,MAPK1,Gene-Gene
AKT1,MAPK3,Gene-Gene
AKT1,MDM2,Gene-Gene
AKT1,MTOR,Gene-Gene
AKT1,NFKB1,Gene-Gene
AKT1,NFKBIA,Gene-Gene
AKT1,NFKBIB,Gene-Gene
AKT1,NFKBIE,Gene-Gene
AKT1,NOS1,Gene-Gene
AKT1,NOS2,Gene-Gene
AKT1,NOS3,Gene-Gene
AKT1,NR4A1,Gene-Gene
AKT1,PDE3B,Gene-Gene
AKT1,PFKFB2,Gene-Gene
AKT1,PPP1CA,Gene-Gene
AKT1,PPP1CB,Gene-Gene
AKT1,PPP1CC,Gene-Gene
AKT1,PPP1R3A,Gene-Gene
AKT1,PPP1R3B,Gene-Gene
AKT1,PPP1R3C,Gene-Gene
AKT1,PPP1R3D,Gene-Gene
AKT1,PPP1R3E,Gene-Gene
AKT1,PPP1R3F,Gene-Gene
AKT1,RAF1,Gene-Gene
AKT1,RELA,Gene-Gene
AKT1,SLC2A4,Gene-Gene
AKT1,TBC1D4,Gene-Gene
AKT1,TBC1D7,Gene-Gene
AKT1,TSC1,Gene-Gene
AKT1,TSC2,Gene-Gene
AKT1S1,EIF4EBP1,Gene-Gene
AKT1S1,MTOR,Gene-Gene
AKT1S1,PPARG,Gene-Gene
AKT1S1,RPS6KB1,Gene-Gene
AKT1S1,RPS6KB2,Gene-Gene
AKT1S1,RPTOR,Gene-Gene
AKT1S1,ULK1,Gene-Gene
AKT2,AKT1S1,Gene-Gene
AKT2,ATF2,Gene-Gene
AKT2,ATF4,Gene-Gene
AKT2,ATF6B,Gene-Gene
AKT2,BAD,Gene-Gene
AKT2,BCL2,Gene-Gene
AKT2,BRCA1,Gene-Gene
AKT2,CASP9,Gene-Gene
AKT2,CDKN1A,Gene-Gene
AKT2,CDKN1B,Gene-Gene
AKT2,CHUK,Gene-Gene
AKT2,CREB1,Gene-Gene
AKT2,CREB3,Gene-Gene
AKT2,CREB3L1,Gene-Gene
AKT2,CREB3L2,Gene-Gene
AKT2,CREB3L3,Gene-Gene
AKT2,CREB3L4,Gene-Gene
AKT2,CREB5,Gene-Gene
AKT2,FOXO1,Gene-Gene
AKT2,FOXO3,Gene-Gene
AKT2,FOXO4,Gene-Gene
AKT2,GSK3A,Gene-Gene
AKT2,GSK3B,Gene-Gene
AKT2,IKBKB,Gene-Gene
AKT2,IKBKG,Gene-Gene
AKT2,MAP2K4,Gene-Gene
AKT2,MAP3K5,Gene-Gene
AKT2,MAP3K8,Gene-Gene
AKT2,MAPK1,Gene-Gene
AKT2,MAPK3,Gene-Gene
AKT2,MDM2,Gene-Gene
AKT2,MTOR,Gene-Gene
AKT2,NFKB1,Gene-Gene
AKT2,NFKBIA,Gene-Gene
AKT2,NFKBIB,Gene-Gene
AKT2,NFKBIE,Gene-Gene
AKT2,NOS1,Gene-Gene
AKT2,NOS2,Gene-Gene
AKT2,NOS3,Gene-Gene
AKT2,NR4A1,Gene-Gene
AKT2,PDE3B,Gene-Gene
AKT2,PFKFB2,Gene-Gene
AKT2,PPP1CA,Gene-Gene
AKT2,PPP1CB,Gene-Gene
AKT2,PPP1CC,Gene-Gene
AKT2,PPP1R3A,Gene-Gene
AKT2,PPP1R3B,Gene-Gene
AKT2,PPP1R3C,Gene-Gene
AKT2,PPP1R3D,Gene-Gene
AKT2,PPP1R3E,Gene-Gene
AKT2,PPP1R3F,Gene-Gene
AKT2,RAF1,Gene-Gene
AKT2,RELA,Gene-Gene
AKT2,SLC2A4,Gene-Gene
AKT2,TBC1D4,Gene-Gene
AKT2,TBC1D7,Gene-Gene
AKT2,TSC1,Gene-Gene
AKT2,TSC2,Gene-Gene
AKT3,AKT1S1,Gene-Gene
AKT3,ATF2,Gene-Gene
AKT3,ATF4,Gene-Gene
AKT3,ATF6B,Gene-Gene
AKT3,BAD,Gene-Gene
AKT3,BCL2,Gene-Gene
AKT3,BRCA1,Gene-Gene
AKT3,CASP9,Gene-Gene
AKT3,CDKN1A,Gene-Gene
AKT3,CDKN1B,Gene-Gene
AKT3,CHUK,Gene-Gene
AKT3,CREB1,Gene-Gene
AKT3,CREB3,Gene-Gene
AKT3,CREB3L1,Gene-Gene
AKT3,CREB3L2,Gene-Gene
AKT3,CREB3L3,Gene-Gene
AKT3,CREB3L4,Gene-Gene
AKT3,CREB5,Gene-Gene
AKT3,FOXO1,Gene-Gene
AKT3,FOXO3,Gene-Gene
AKT3,FOXO4,Gene-Gene
AKT3,GSK3A,Gene-Gene
AKT3,GSK3B,Gene-Gene
AKT3,IKBKB,Gene-Gene
AKT3,IKBKG,Gene-Gene
AKT3,MAP2K4,Gene-Gene
AKT3,MAP3K5,Gene-Gene
AKT3,MAP3K8,Gene-Gene
AKT3,MAPK1,Gene-Gene
AKT3,MAPK3,Gene-Gene
AKT3,MDM2,Gene-Gene
AKT3,MTOR,Gene-Gene
AKT3,NFKB1,Gene-Gene
AKT3,NFKBIA,Gene-Gene
AKT3,NFKBIB,Gene-Gene
AKT3,NFKBIE,Gene-Gene
AKT3,NOS1,Gene-Gene
AKT3,NOS2,Gene-Gene
AKT3,NOS3,Gene-Gene
AKT3,NR4A1,Gene-Gene
AKT3,PDE3B,Gene-Gene
AKT3,PFKFB2,Gene-Gene
AKT3,PPP1CA,Gene-Gene
AKT3,PPP1CB,Gene-Gene
AKT3,PPP1CC,Gene-Gene
AKT3,PPP1R3A,Gene-Gene
AKT3,PPP1R3B,Gene-Gene
AKT3,PPP1R3C,Gene-Gene
AKT3,PPP1R3D,Gene-Gene
AKT3,PPP1R3E,Gene-Gene
AKT3,PPP1R3F,Gene-Gene
AKT3,RAF1,Gene-Gene
AKT3,RELA,Gene-Gene
AKT3,SLC2A4,Gene-Gene
AKT3,TBC1D4,Gene-Gene
AKT3,TBC1D7,Gene-Gene
AKT3,TSC1,Gene-Gene
AKT3,TSC2,Gene-Gene
AMH,AMHR2,Gene-Gene
AMH,BMPR1A,Gene-Gene
AMH,BMPR1B,Gene-Gene
AMH,BMPR2,Gene-Gene
AMOT,WWTR1,Gene-Gene
AMOT,YAP1,Gene-Gene
ANAPC5,IL17RA,Gene-Gene
ANAPC5,IL17RC,Gene-Gene
ANAPC5,TNFAIP3,Gene-Gene
ANAPC5,TRAF6,Gene-Gene
ANGPT1,CSF1R,Gene-Gene
ANGPT1,EGFR,Gene-Gene
ANGPT1,EPHA2,Gene-Gene
ANGPT1,ERBB2,Gene-Gene
ANGPT1,ERBB3,Gene-Gene
ANGPT1,ERBB4,Gene-Gene
ANGPT1,FGFR1,Gene-Gene
ANGPT1,FGFR2,Gene-Gene
ANGPT1,FGFR3,Gene-Gene
ANGPT1,FGFR4,Gene-Gene
ANGPT1,FLT1,Gene-Gene
ANGPT1,FLT3,Gene-Gene
ANGPT1,FLT4,Gene-Gene
ANGPT1,IGF1R,Gene-Gene
ANGPT1,INSR,Gene-Gene
ANGPT1,KDR,Gene-Gene
ANGPT1,KIT,Gene-Gene
ANGPT1,MET,Gene-Gene
ANGPT1,NGFR,Gene-Gene
ANGPT1,NTRK1,Gene-Gene
ANGPT1,NTRK2,Gene-Gene
ANGPT1,PDGFRA,Gene-Gene
ANGPT1,PDGFRB,Gene-Gene
ANGPT1,TEK,Gene-Gene
ANGPT2,CSF1R,Gene-Gene
ANGPT2,EGFR,Gene-Gene
ANGPT2,EPHA2,Gene-Gene
ANGPT2,ERBB2,Gene-Gene
ANGPT2,ERBB3,Gene-Gene
ANGPT2,ERBB4,Gene-Gene
ANGPT2,FGFR1,Gene-Gene
ANGPT2,FGFR2,Gene-Gene
ANGPT2,FGFR3,Gene-Gene
ANGPT2,FGFR4,Gene-Gene
ANGPT2,FLT1,Gene-Gene
ANGPT2,FLT3,Gene-Gene
ANGPT2,FLT4,Gene-Gene
ANGPT2,IGF1R,Gene-Gene
ANGPT2,INSR,Gene-Gene
ANGPT2,KDR,Gene-Gene
ANGPT2,KIT,Gene-Gene
ANGPT2,MET,Gene-Gene
ANGPT2,NGFR,Gene-Gene
ANGPT2,NTRK1,Gene-Gene
ANGPT2,NTRK2,Gene-Gene
ANGPT2,PDGFRA,Gene-Gene
ANGPT2,PDGFRB,Gene-Gene
ANGPT2,TEK,Gene-Gene
ANGPT4,CSF1R,Gene-Gene
ANGPT4,EGFR,Gene-Gene
ANGPT4,EPHA2,Gene-Gene
ANGPT4,ERBB2,Gene-Gene
ANGPT4,ERBB3,Gene-Gene
ANGPT4,ERBB4,Gene-Gene
ANGPT4,FGFR1,Gene-Gene
ANGPT4,FGFR2,Gene-Gene
ANGPT4,FGFR3,Gene-Gene
ANGPT4,FGFR4,Gene-Gene
ANGPT4,FLT1,Gene-Gene
ANGPT4,FLT3,Gene-Gene
ANGPT4,FLT4,Gene-Gene
ANGPT4,IGF1R,Gene-Gene
ANGPT4,INSR,Gene-Gene
ANGPT4,KDR,Gene-Gene
ANGPT4,KIT,Gene-Gene
ANGPT4,MET,Gene-Gene
ANGPT4,NGFR,Gene-Gene
ANGPT4,NTRK1,Gene-Gene
ANGPT4,NTRK2,Gene-Gene
ANGPT4,PDGFRA,Gene-Gene
ANGPT4,PDGFRB,Gene-Gene
ANGPT4,TEK,Gene-Gene
APAF1,CASP9,Gene-Gene
APBB1IP,ENAH,Gene-Gene
APBB1IP,EVL,Gene-Gene
APBB1IP,PFN1,Gene-Gene
APBB1IP,PFN2,Gene-Gene
APBB1IP,PFN3,Gene-Gene
APBB1IP,PFN4,Gene-Gene
APBB1IP,TLN2,Gene-Gene
APBB1IP,VASP,Gene-Gene
APC,AXIN1,Gene-Gene
APC,AXIN2,Gene-Gene
APC,CTNNB1,Gene-Gene
APC,DVL1,Gene-Gene
APC,DVL2,Gene-Gene
APC,DVL3,Gene-Gene
APC,SKP1,Gene-Gene
APC,TCF7,Gene-Gene
APC2,APC,Gene-Gene
APC2,AXIN1,Gene-Gene
APC2,AXIN2,Gene-Gene
APC2,CTNNB1,Gene-Gene
APC2,DVL1,Gene-Gene
APC2,DVL2,Gene-Gene
APC2,DVL3,Gene-Gene
APC2,SKP1,Gene-Gene
APC2,TCF7,Gene-Gene
APH1A,APH1B,Gene-Gene
APH1A,NOTCH1,Gene-Gene
APH1A,NOTCH2,Gene-Gene
APH1A,NOTCH3,Gene-Gene
APH1A,NOTCH4,Gene-Gene
APH1A,PSEN1,Gene-Gene
APH1A,PSEN2,Gene-Gene
APH1A,PSENEN,Gene-Gene
APH1B,NOTCH1,Gene-Gene
APH1B,NOTCH2,Gene-Gene
APH1B,NOTCH3,Gene-Gene
APH1B,NOTCH4,Gene-Gene
APLN,APLNR,Gene-Gene
APLN,SERPINE1,Gene-Gene
APLN,TGFBR1,Gene-Gene
APLNR,GNA13,Gene-Gene
APLNR,GNAI1,Gene-Gene
APLNR,GNAI2,Gene-Gene
APLNR,GNAI3,Gene-Gene
APLNR,GNAQ,Gene-Gene
APLNR,GNB1,Gene-Gene
APLNR,GNB2,Gene-Gene
APLNR,GNB3,Gene-Gene
APLNR,GNB4,Gene-Gene
APLNR,GNB5,Gene-Gene
APLNR,GNG10,Gene-Gene
APLNR,GNG11,Gene-Gene
APLNR,GNG12,Gene-Gene
APLNR,GNG13,Gene-Gene
APLNR,GNG2,Gene-Gene
APLNR,GNG3,Gene-Gene
APLNR,GNG4,Gene-Gene
APLNR,GNG5,Gene-Gene
APLNR,GNG7,Gene-Gene
APLNR,GNG8,Gene-Gene
APLNR,GNGT1,Gene-Gene
APLNR,GNGT2,Gene-Gene
APLNR,PIK3C3,Gene-Gene
APLNR,PIK3R4,Gene-Gene
ARAF,MAP2K1,Gene-Gene
ARAF,MAP2K2,Gene-Gene
ARAF,ARAF-PROT,Gene-Gene-PROT
ARAP3,RHOA,Gene-Gene
AREG,CSF1R,Gene-Gene
AREG,EGFR,Gene-Gene
AREG,EPHA2,Gene-Gene
AREG,ERBB2,Gene-Gene
AREG,ERBB3,Gene-Gene
AREG,ERBB4,Gene-Gene
AREG,FGFR1,Gene-Gene
AREG,FGFR2,Gene-Gene
AREG,FGFR3,Gene-Gene
AREG,FGFR4,Gene-Gene
AREG,FLT1,Gene-Gene
AREG,FLT3,Gene-Gene
AREG,FLT4,Gene-Gene
AREG,IGF1R,Gene-Gene
AREG,INSR,Gene-Gene
AREG,KDR,Gene-Gene
AREG,KIT,Gene-Gene
AREG,MET,Gene-Gene
AREG,NGFR,Gene-Gene
AREG,NTRK1,Gene-Gene
AREG,NTRK2,Gene-Gene
AREG,PDGFRA,Gene-Gene
AREG,PDGFRB,Gene-Gene
AREG,TEK,Gene-Gene
ARF1,PLD1,Gene-Gene
ARF1,PLD2,Gene-Gene
ARF6,PLD1,Gene-Gene
ARF6,PLD2,Gene-Gene
ARF6,RAC1,Gene-Gene
ARHGDIA,RHOA,Gene-Gene
ARHGDIB,RHOA,Gene-Gene
ARHGEF12,HRAS,Gene-Gene
ARHGEF12,KRAS,Gene-Gene
ARHGEF12,MRAS,Gene-Gene
ARHGEF12,NRAS,Gene-Gene
ARHGEF12,RHOA,Gene-Gene
ARHGEF12,RRAS,Gene-Gene
ARHGEF12,RRAS2,Gene-Gene
ARNT,ALDOA,Gene-Gene
ARNT,ALDOB,Gene-Gene
ARNT,ALDOC,Gene-Gene
ARNT,ANGPT1,Gene-Gene
ARNT,ANGPT2,Gene-Gene
ARNT,ANGPT4,Gene-Gene
ARNT,BCL2,Gene-Gene
ARNT,CDKN1A,Gene-Gene
ARNT,CDKN1B,Gene-Gene
ARNT,EDN1,Gene-Gene
ARNT,EGF,Gene-Gene
ARNT,ENO1,Gene-Gene
ARNT,ENO2,Gene-Gene
ARNT,ENO3,Gene-Gene
ARNT,ENO4,Gene-Gene
ARNT,EPO,Gene-Gene
ARNT,FLT1,Gene-Gene
ARNT,GAPDH,Gene-Gene
ARNT,HK1,Gene-Gene
ARNT,HK2,Gene-Gene
ARNT,HK3,Gene-Gene
ARNT,HKDC1,Gene-Gene
ARNT,HMOX1,Gene-Gene
ARNT,LDHA,Gene-Gene
ARNT,LDHAL6A,Gene-Gene
ARNT,LDHAL6B,Gene-Gene
ARNT,LDHB,Gene-Gene
ARNT,LDHC,Gene-Gene
ARNT,LTBR,Gene-Gene
ARNT,NOS2,Gene-Gene
ARNT,NOS3,Gene-Gene
ARNT,NPPA,Gene-Gene
ARNT,PDK1,Gene-Gene
ARNT,PFKFB3,Gene-Gene
ARNT,PFKL,Gene-Gene
ARNT,PFKM,Gene-Gene
ARNT,PFKP,Gene-Gene
ARNT,PGK1,Gene-Gene
ARNT,PGK2,Gene-Gene
ARNT,SERPINE1,Gene-Gene
ARNT,SLC2A1,Gene-Gene
ARNT,TEK,Gene-Gene
ARNT,TF,Gene-Gene
ARNT,TFRC,Gene-Gene
ARNT,TIMP1,Gene-Gene
ARNT,VEGFA,Gene-Gene
ARRB1,ARRB2,Gene-Gene
ARRB1,CCR1,Gene-Gene
ARRB1,CCR10,Gene-Gene
ARRB1,CCR2,Gene-Gene
ARRB1,CCR3,Gene-Gene
ARRB1,CCR4,Gene-Gene
ARRB1,CCR5,Gene-Gene
ARRB1,CCR6,Gene-Gene
ARRB1,CCR7,Gene-Gene
ARRB1,CCR8,Gene-Gene
ARRB1,CCR9,Gene-Gene
ARRB1,CX3CR1,Gene-Gene
ARRB1,CXCR1,Gene-Gene
ARRB1,CXCR2,Gene-Gene
ARRB1,CXCR3,Gene-Gene
ARRB1,CXCR4,Gene-Gene
ARRB1,CXCR5,Gene-Gene
ARRB1,CXCR6,Gene-Gene
ARRB1,GLI1,Gene-Gene
ARRB1,GLI2,Gene-Gene
ARRB1,GLI3,Gene-Gene
ARRB1,GPR161,Gene-Gene
ARRB1,XCR1,Gene-Gene
ARRB2,CCR1,Gene-Gene
ARRB2,CCR10,Gene-Gene
ARRB2,CCR2,Gene-Gene
ARRB2,CCR3,Gene-Gene
ARRB2,CCR4,Gene-Gene
ARRB2,CCR5,Gene-Gene
ARRB2,CCR6,Gene-Gene
ARRB2,CCR7,Gene-Gene
ARRB2,CCR8,Gene-Gene
ARRB2,CCR9,Gene-Gene
ARRB2,CX3CR1,Gene-Gene
ARRB2,CXCR1,Gene-Gene
ARRB2,CXCR2,Gene-Gene
ARRB2,CXCR3,Gene-Gene
ARRB2,CXCR4,Gene-Gene
ARRB2,CXCR5,Gene-Gene
ARRB2,CXCR6,Gene-Gene
ARRB2,GLI1,Gene-Gene
ARRB2,GLI2,Gene-Gene
ARRB2,GLI3,Gene-Gene
ARRB2,GPR161,Gene-Gene
ARRB2,XCR1,Gene-Gene
ASPH,RYR1,Gene-Gene
ASPH,RYR2,Gene-Gene
ASPH,RYR3,Gene-Gene
ATF2,ATF4,Gene-Gene
ATF2,BCL2,Gene-Gene
ATF2,CPT1A,Gene-Gene
ATF2,CPT1B,Gene-Gene
ATF2,CPT1C,Gene-Gene
ATF2,CREB3L1,Gene-Gene
ATF2,CREB3L2,Gene-Gene
ATF2,CREB3L3,Gene-Gene
ATF2,CREB3L4,Gene-Gene
ATF2,CREB5,Gene-Gene
ATF2,CREBBP,Gene-Gene
ATF2,CRTC2,Gene-Gene
ATF2,EP300,Gene-Gene
ATF2,G6PC2,Gene-Gene
ATF2,G6PC3,Gene-Gene
ATF2,MCL1,Gene-Gene
ATF2,PCK1,Gene-Gene
ATF2,PCK2,Gene-Gene
ATF2,PPARGC1A,Gene-Gene
ATF2,SIK1,Gene-Gene
ATF2,VEGFA,Gene-Gene
ATF2,VEGFB,Gene-Gene
ATF2,VEGFC,Gene-Gene
ATF4,BCL2,Gene-Gene
ATF4,CPT1A,Gene-Gene
ATF4,CPT1B,Gene-Gene
ATF4,CPT1C,Gene-Gene
ATF4,CREB3L1,Gene-Gene
ATF4,CREB3L2,Gene-Gene
