src,dest,EdgeType
ADCY3,CAMK2D,Gene-Gene
ADCY3,CAMK2G,Gene-Gene
ADCY3,CAMK4,Gene-Gene
ADCY3,GNAI1,Gene-Gene
ADCY3,GNAI2,Gene-Gene
ADCY3,GNAI3,Gene-Gene
ADCY3,GNAL,Gene-Gene
ADCY3,GNAO1,Gene-Gene
ADCY3,GNAS,Gene-Gene
ADCY3,GNB1,Gene-Gene
ADCY3,GNB2,Gene-Gene
ADCY3,GNB3,Gene-Gene
ADCY3,GNB4,Gene-Gene
ADCY3,GNB5,Gene-Gene
ADCY3,GNG10,Gene-Gene
ADCY3,GNG11,Gene-Gene
ADCY3,GNG12,Gene-Gene
ADCY3,GNG13,Gene-Gene
ADCY3,GNG2,Gene-Gene
ADCY3,GNG3,Gene-Gene
ADCY3,GNG4,Gene-Gene
ADCY3,GNG5,Gene-Gene
ADCY3,GNG7,Gene-Gene
ADCY3,GNG8,Gene-Gene
ADCY3,GNGT1,Gene-Gene
ADCY3,GNGT2,Gene-Gene
ADCY3,PRKACA,Gene-Gene
ADCY3,PRKACB,Gene-Gene
ADCY3,PRKACG,Gene-Gene
ADCY3,PRKCD,Gene-Gene
ADCY3,ADCY3-METH,Gene-Gene-METH
ADCY4,CALM1,Gene-Gene
ADCY4,CALM2,Gene-Gene
ADCY4,CALM3,Gene-Gene
ADCY4,CALML3,Gene-Gene
ADCY4,CALML4,Gene-Gene
ADCY4,CALML5,Gene-Gene
ADCY4,CALML6,Gene-Gene
ADCY4,CAMK2A,Gene-Gene
ADCY4,CAMK2B,Gene-Gene
ADCY4,CAMK2D,Gene-Gene
ADCY4,CAMK2G,Gene-Gene
ADCY4,CAMK4,Gene-Gene
ADCY4,GNAI1,Gene-Gene
ADCY4,GNAI2,Gene-Gene
ADCY4,GNAI3,Gene-Gene
ADCY4,GNAL,Gene-Gene
ADCY4,GNAO1,Gene-Gene
ADCY4,GNAS,Gene-Gene
ADCY4,GNB1,Gene-Gene
ADCY4,GNB2,Gene-Gene
ADCY4,GNB3,Gene-Gene
ADCY4,GNB4,Gene-Gene
ADCY4,GNB5,Gene-Gene
ADCY4,GNG10,Gene-Gene
ADCY4,GNG11,Gene-Gene
ADCY4,GNG12,Gene-Gene
ADCY4,GNG13,Gene-Gene
ADCY4,GNG2,Gene-Gene
ADCY4,GNG3,Gene-Gene
ADCY4,GNG4,Gene-Gene
ADCY4,GNG5,Gene-Gene
ADCY4,GNG7,Gene-Gene
ADCY4,GNG8,Gene-Gene
ADCY4,GNGT1,Gene-Gene
ADCY4,GNGT2,Gene-Gene
ADCY4,PRKACA,Gene-Gene
ADCY4,PRKACB,Gene-Gene
ADCY4,PRKACG,Gene-Gene
ADCY4,PRKCD,Gene-Gene
ADCY4,ADCY4-METH,Gene-Gene-METH
ADCY5,CALM1,Gene-Gene
ADCY5,CALM2,Gene-Gene
ADCY5,CALM3,Gene-Gene
ADCY5,CALML3,Gene-Gene
ADCY5,CALML4,Gene-Gene
ADCY5,CALML5,Gene-Gene
ADCY5,CALML6,Gene-Gene
ADCY5,CAMK2A,Gene-Gene
ADCY5,CAMK2B,Gene-Gene
ADCY5,CAMK2D,Gene-Gene
ADCY5,CAMK2G,Gene-Gene
ADCY5,CAMK4,Gene-Gene
ADCY5,GNAI1,Gene-Gene
ADCY5,GNAI2,Gene-Gene
ADCY5,GNAI3,Gene-Gene
ADCY5,GNAO1,Gene-Gene
ADCY5,GNAS,Gene-Gene
ADCY5,GNB1,Gene-Gene
ADCY5,GNB2,Gene-Gene
ADCY5,GNB3,Gene-Gene
ADCY5,GNB4,Gene-Gene
ADCY5,GNB5,Gene-Gene
ADCY5,GNG10,Gene-Gene
ADCY5,GNG11,Gene-Gene
ADCY5,GNG12,Gene-Gene
ADCY5,GNG13,Gene-Gene
ADCY5,GNG2,Gene-Gene
ADCY5,GNG3,Gene-Gene
ADCY5,GNG4,Gene-Gene
ADCY5,GNG5,Gene-Gene
ADCY5,GNG7,Gene-Gene
ADCY5,GNG8,Gene-Gene
ADCY5,GNGT1,Gene-Gene
ADCY5,GNGT2,Gene-Gene
ADCY5,PRKACA,Gene-Gene
ADCY5,PRKACB,Gene-Gene
ADCY5,PRKACG,Gene-Gene
ADCY5,PRKCD,Gene-Gene
ADCY5,PRKCZ,Gene-Gene
ADCY5,ADCY5-METH,Gene-Gene-METH
ADCY6,CALM1,Gene-Gene
ADCY6,CALM2,Gene-Gene
ADCY6,CALM3,Gene-Gene
ADCY6,CALML3,Gene-Gene
ADCY6,CALML4,Gene-Gene
ADCY6,CALML5,Gene-Gene
ADCY6,CALML6,Gene-Gene
ADCY6,CAMK2A,Gene-Gene
ADCY6,CAMK2B,Gene-Gene
ADCY6,CAMK2D,Gene-Gene
ADCY6,CAMK2G,Gene-Gene
ADCY6,CAMK4,Gene-Gene
ADCY6,GNAI1,Gene-Gene
ADCY6,GNAI2,Gene-Gene
ADCY6,GNAI3,Gene-Gene
ADCY6,GNAO1,Gene-Gene
ADCY6,GNAS,Gene-Gene
ADCY6,GNB1,Gene-Gene
ADCY6,GNB2,Gene-Gene
ADCY6,GNB3,Gene-Gene
ADCY6,GNB4,Gene-Gene
ADCY6,GNB5,Gene-Gene
ADCY6,GNG10,Gene-Gene
ADCY6,GNG11,Gene-Gene
ADCY6,GNG12,Gene-Gene
ADCY6,GNG13,Gene-Gene
ADCY6,GNG2,Gene-Gene
ADCY6,GNG3,Gene-Gene
ADCY6,GNG4,Gene-Gene
ADCY6,GNG5,Gene-Gene
ADCY6,GNG7,Gene-Gene
ADCY6,GNG8,Gene-Gene
ADCY6,GNGT1,Gene-Gene
ADCY6,GNGT2,Gene-Gene
ADCY6,PRKACA,Gene-Gene
ADCY6,PRKACB,Gene-Gene
ADCY6,PRKACG,Gene-Gene
ADCY6,PRKCD,Gene-Gene
ADCY6,ADCY6-METH,Gene-Gene-METH
ADCY7,CALM1,Gene-Gene
ADCY7,CALM2,Gene-Gene
ADCY7,CALM3,Gene-Gene
ADCY7,CALML3,Gene-Gene
ADCY7,CALML4,Gene-Gene
ADCY7,CALML5,Gene-Gene
ADCY7,CALML6,Gene-Gene
ADCY7,CAMK2A,Gene-Gene
ADCY7,CAMK2B,Gene-Gene
ADCY7,CAMK2D,Gene-Gene
ADCY7,CAMK2G,Gene-Gene
ADCY7,CAMK4,Gene-Gene
ADCY7,GNAI1,Gene-Gene
ADCY7,GNAI2,Gene-Gene
ADCY7,GNAI3,Gene-Gene
ADCY7,GNAL,Gene-Gene
ADCY7,GNAO1,Gene-Gene
ADCY7,GNAS,Gene-Gene
ADCY7,GNB1,Gene-Gene
ADCY7,GNB2,Gene-Gene
ADCY7,GNB3,Gene-Gene
ADCY7,GNB4,Gene-Gene
ADCY7,GNB5,Gene-Gene
ADCY7,GNG10,Gene-Gene
ADCY7,GNG11,Gene-Gene
ADCY7,GNG12,Gene-Gene
ADCY7,GNG13,Gene-Gene
ADCY7,GNG2,Gene-Gene
ADCY7,GNG3,Gene-Gene
ADCY7,GNG4,Gene-Gene
ADCY7,GNG5,Gene-Gene
ADCY7,GNG7,Gene-Gene
ADCY7,GNG8,Gene-Gene
ADCY7,GNGT1,Gene-Gene
ADCY7,GNGT2,Gene-Gene
ADCY7,PRKACA,Gene-Gene
ADCY7,PRKACB,Gene-Gene
ADCY7,PRKACG,Gene-Gene
ADCY7,PRKCD,Gene-Gene
ADCY7,ADCY7-METH,Gene-Gene-METH
ADCY8,CALM1,Gene-Gene
ADCY8,CALM2,Gene-Gene
ADCY8,CALM3,Gene-Gene
ADCY8,CALML3,Gene-Gene
ADCY8,CALML4,Gene-Gene
ADCY8,CALML5,Gene-Gene
ADCY8,CALML6,Gene-Gene
ADCY8,CAMK2A,Gene-Gene
ADCY8,CAMK2B,Gene-Gene
ADCY8,CAMK2D,Gene-Gene
ADCY8,CAMK2G,Gene-Gene
ADCY8,CAMK4,Gene-Gene
ADCY8,GNAI1,Gene-Gene
ADCY8,GNAI2,Gene-Gene
ADCY8,GNAI3,Gene-Gene
ADCY8,GNAL,Gene-Gene
ADCY8,GNAO1,Gene-Gene
ADCY8,GNAS,Gene-Gene
ADCY8,GNB1,Gene-Gene
ADCY8,GNB2,Gene-Gene
ADCY8,GNB3,Gene-Gene
ADCY8,GNB4,Gene-Gene
ADCY8,GNB5,Gene-Gene
ADCY8,GNG10,Gene-Gene
ADCY8,GNG11,Gene-Gene
ADCY8,GNG12,Gene-Gene
ADCY8,GNG13,Gene-Gene
ADCY8,GNG2,Gene-Gene
ADCY8,GNG3,Gene-Gene
ADCY8,GNG4,Gene-Gene
ADCY8,GNG5,Gene-Gene
ADCY8,GNG7,Gene-Gene
ADCY8,GNG8,Gene-Gene
ADCY8,GNGT1,Gene-Gene
ADCY8,GNGT2,Gene-Gene
ADCY8,PRKACA,Gene-Gene
ADCY8,PRKACB,Gene-Gene
ADCY8,PRKACG,Gene-Gene
ADCY8,PRKCD,Gene-Gene
ADCY8,ADCY8-METH,Gene-Gene-METH
ADCY9,CALM1,Gene-Gene
ADCY9,CALM2,Gene-Gene
ADCY9,CALM3,Gene-Gene
ADCY9,CALML3,Gene-Gene
ADCY9,CALML4,Gene-Gene
ADCY9,CALML5,Gene-Gene
ADCY9,CALML6,Gene-Gene
ADCY9,CAMK2A,Gene-Gene
ADCY9,CAMK2B,Gene-Gene
ADCY9,CAMK2D,Gene-Gene
ADCY9,CAMK2G,Gene-Gene
ADCY9,CAMK4,Gene-Gene
ADCY9,GNAI1,Gene-Gene
ADCY9,GNAI2,Gene-Gene
ADCY9,GNAI3,Gene-Gene
ADCY9,GNAL,Gene-Gene
ADCY9,GNAO1,Gene-Gene
ADCY9,GNAS,Gene-Gene
ADCY9,GNB1,Gene-Gene
ADCY9,GNB2,Gene-Gene
ADCY9,GNB3,Gene-Gene
ADCY9,GNB4,Gene-Gene
ADCY9,GNB5,Gene-Gene
ADCY9,GNG10,Gene-Gene
ADCY9,GNG11,Gene-Gene
ADCY9,GNG12,Gene-Gene
ADCY9,GNG13,Gene-Gene
ADCY9,GNG2,Gene-Gene
ADCY9,GNG3,Gene-Gene
ADCY9,GNG4,Gene-Gene
ADCY9,GNG5,Gene-Gene
ADCY9,GNG7,Gene-Gene
ADCY9,GNG8,Gene-Gene
ADCY9,GNGT1,Gene-Gene
ADCY9,GNGT2,Gene-Gene
ADCY9,PRKACA,Gene-Gene
ADCY9,PRKACB,Gene-Gene
ADCY9,PRKACG,Gene-Gene
ADCY9,PRKCD,Gene-Gene
ADCY9,ADCY9-METH,Gene-Gene-METH
ADCYAP1,ADCYAP1R1,Gene-Gene
ADCYAP1,ADORA2A,Gene-Gene
ADCYAP1,ADRB1,Gene-Gene
ADCYAP1,DRD1,Gene-Gene
ADCYAP1,DRD5,Gene-Gene
ADCYAP1,FSHR,Gene-Gene
ADCYAP1,GIPR,Gene-Gene
ADCYAP1,GLP1R,Gene-Gene
ADCYAP1,GPR119,Gene-Gene
ADCYAP1,HTR4,Gene-Gene
ADCYAP1,HTR6,Gene-Gene
ADCYAP1,LHCGR,Gene-Gene
ADCYAP1,MC2R,Gene-Gene
ADCYAP1,NPR1,Gene-Gene
ADCYAP1,PTGER2,Gene-Gene
ADCYAP1,TSHR,Gene-Gene
ADCYAP1,VIPR2,Gene-Gene
ADCYAP1,ADCYAP1-METH,Gene-Gene-METH
ADCYAP1R1,ADCYAP1,Gene-Gene
ADCYAP1R1,CGA,Gene-Gene
ADCYAP1R1,FSHB,Gene-Gene
ADCYAP1R1,GCG,Gene-Gene
ADCYAP1R1,GIP,Gene-Gene
ADCYAP1R1,GNAS,Gene-Gene
ADCYAP1R1,NPPA,Gene-Gene
ADCYAP1R1,POMC,Gene-Gene
ADCYAP1R1,TSHB,Gene-Gene
ADCYAP1R1,VIP,Gene-Gene
ADCYAP1R1,ADCYAP1R1-METH,Gene-Gene-METH
ADIPOQ,ADIPOR1,Gene-Gene
ADIPOQ,ADIPOR2,Gene-Gene
ADIPOQ,PPARG,Gene-Gene
ADIPOQ,RXRA,Gene-Gene
ADIPOQ,RXRB,Gene-Gene
ADIPOQ,RXRG,Gene-Gene
ADIPOQ,ADIPOQ-METH,Gene-Gene-METH
ADIPOR1,ADIPOQ,Gene-Gene
ADIPOR1,CAMKK2,Gene-Gene
ADIPOR1,PPARA,Gene-Gene
ADIPOR1,STK11,Gene-Gene
ADIPOR1,ADIPOR1-METH,Gene-Gene-METH
ADIPOR2,ADIPOQ,Gene-Gene
ADIPOR2,CAMKK2,Gene-Gene
ADIPOR2,PPARA,Gene-Gene
ADIPOR2,STK11,Gene-Gene
ADIPOR2,ADIPOR2-METH,Gene-Gene-METH
ADORA1,EDN1,Gene-Gene
ADORA1,EDN2,Gene-Gene
ADORA1,EDN3,Gene-Gene
ADORA1,GHRL,Gene-Gene
ADORA1,GNAI1,Gene-Gene
ADORA1,GNAI2,Gene-Gene
ADORA1,GNAI3,Gene-Gene
ADORA1,KNG1,Gene-Gene
ADORA1,NPY,Gene-Gene
ADORA1,OXT,Gene-Gene
ADORA1,SST,Gene-Gene
ADORA1,ADORA1-METH,Gene-Gene-METH
ADORA2A,ADCYAP1,Gene-Gene
ADORA2A,CGA,Gene-Gene
ADORA2A,FSHB,Gene-Gene
ADORA2A,GCG,Gene-Gene
ADORA2A,GIP,Gene-Gene
ADORA2A,GNAL,Gene-Gene
ADORA2A,GNAQ,Gene-Gene
ADORA2A,GNAS,Gene-Gene
ADORA2A,NPPA,Gene-Gene
ADORA2A,POMC,Gene-Gene
ADORA2A,TSHB,Gene-Gene
ADORA2A,VIP,Gene-Gene
ADORA2A,ADORA2A-METH,Gene-Gene-METH
ADORA2B,GNAL,Gene-Gene
ADORA2B,GNAQ,Gene-Gene
ADORA2B,GNAS,Gene-Gene
ADORA2B,ADORA2B-METH,Gene-Gene-METH
ADORA3,GNAI1,Gene-Gene
ADORA3,GNAI2,Gene-Gene
ADORA3,GNAI3,Gene-Gene
ADORA3,KNG1,Gene-Gene
ADORA3,ADORA3-METH,Gene-Gene-METH
ADRA1A,GNA11,Gene-Gene
ADRA1A,GNA12,Gene-Gene
ADRA1A,GNA13,Gene-Gene
ADRA1A,GNA14,Gene-Gene
ADRA1A,GNA15,Gene-Gene
ADRA1A,GNAQ,Gene-Gene
ADRA1A,PRKAA1,Gene-Gene
ADRA1A,PRKAA2,Gene-Gene
ADRA1A,PRKAB1,Gene-Gene
ADRA1A,PRKAB2,Gene-Gene
ADRA1A,PRKAG1,Gene-Gene
ADRA1A,PRKAG2,Gene-Gene
ADRA1A,PRKAG3,Gene-Gene
ADRA1A,TRPC6,Gene-Gene
ADRA1A,ADRA1A-METH,Gene-Gene-METH
ADRA1B,GNA11,Gene-Gene
ADRA1B,GNA12,Gene-Gene
ADRA1B,GNA13,Gene-Gene
ADRA1B,GNA14,Gene-Gene
ADRA1B,GNA15,Gene-Gene
ADRA1B,GNAQ,Gene-Gene
ADRA1B,TRPC6,Gene-Gene
ADRA1B,ADRA1B-METH,Gene-Gene-METH
ADRA1D,GNA11,Gene-Gene
ADRA1D,GNA12,Gene-Gene
ADRA1D,GNA13,Gene-Gene
ADRA1D,GNA14,Gene-Gene
ADRA1D,GNA15,Gene-Gene
ADRA1D,GNAQ,Gene-Gene
ADRA1D,TRPC6,Gene-Gene
ADRA1D,ADRA1D-METH,Gene-Gene-METH
ADRA2A,GNA11,Gene-Gene
